entity,00_baseline,01_geist,02_geist,03_swiftdeath007,04_goirelandbrad,05_flexime,06_mulain,07_rydberg,08_derantrix,09_azhrei,10_thaeln,11_thaeln,13_yuu,14_redphoenixq,15_yoyonas,16_teaz,17_akaravortex,18_akaravortex,19_akaravortex,20_groot_opperhoofd,21_em,22_warbaque,23_warbaque,24_syvkal,25_mcmayhem57,26_galacta487,27_theflyingcurryfish154,28_erichteia,29_the_end
inserter_all_from_electric_furnace_to_underground_output_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
inserter_all_from_electric_furnace_to_wooden_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electric_furnace_to_wooden_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit,32,32,36,48,48,32,32,32,40,32,32,32,43,32,28,52,40,80,40,36,32,32,32,28,28,48,34,48,30
inserter_all_from_electromagnetic_plant_advanced_circuit_circuit_enabled,0,32,36,48,0,32,32,32,24,32,32,32,0,32,26,52,40,80,40,36,32,32,32,28,28,48,34,40,30
inserter_all_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_electric_furnace,0,0,24,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_electromagnetic_plant_productivity_module,0,0,0,16,16,0,0,0,0,0,0,0,16,0,0,16,16,32,16,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,16,32,16,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_steel_chest,0,32,12,0,0,0,0,0,16,0,12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,34,48,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_steel_chest_circuit_enabled,0,32,12,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,34,40,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt,32,0,0,24,32,24,32,32,24,32,20,20,0,32,24,36,24,48,24,36,0,32,32,16,16,40,0,0,18
inserter_all_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt_circuit_enabled,0,0,0,24,0,24,32,32,24,32,20,20,0,32,22,36,24,48,24,36,0,32,32,16,16,40,0,0,18
inserter_all_from_electromagnetic_plant_advanced_circuit_to_underground_input,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_underground_input_circuit_enabled,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_underground_output,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_underground_output_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_advanced_circuit_to_wooden_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12
inserter_all_from_electromagnetic_plant_advanced_circuit_to_wooden_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12
inserter_all_from_electromagnetic_plant_copper_cable,32,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
inserter_all_from_electromagnetic_plant_copper_cable_to_cargo_wagon,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
inserter_all_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_advanced_circuit,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
inserter_all_from_electromagnetic_plant_electronic_circuit,16,44,48,64,64,48,48,48,56,45,44,44,59,48,20,68,56,112,56,24,44,28,28,28,40,32,48,56,42
inserter_all_from_electromagnetic_plant_electronic_circuit_circuit_enabled,0,44,48,64,0,48,48,48,56,45,32,32,0,48,0,68,56,112,56,24,44,0,0,16,16,16,48,48,42
inserter_all_from_electromagnetic_plant_electronic_circuit_to_car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_car_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon,16,0,0,0,0,16,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,0,0,0,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon_circuit_enabled,0,0,0,0,0,16,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit,0,32,36,48,48,0,0,0,40,0,20,20,43,32,0,52,40,80,40,0,16,0,0,0,12,0,34,32,30
inserter_all_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,32,36,48,0,0,0,0,40,0,20,20,0,32,0,52,40,80,40,0,16,0,0,0,0,0,34,32,30
inserter_all_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_productivity_module,0,12,12,16,16,0,16,16,16,13,12,12,16,16,0,16,16,32,16,0,12,0,0,0,12,16,0,16,12
inserter_all_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_productivity_module_circuit_enabled,0,12,12,16,0,0,16,16,16,13,12,12,0,16,0,16,16,32,16,0,12,0,0,0,0,0,0,16,12
inserter_all_from_electromagnetic_plant_electronic_circuit_to_steel_chest,0,0,0,0,0,16,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_steel_chest_circuit_enabled,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_turbo_transport_belt,0,0,0,0,0,16,0,0,0,0,0,0,0,0,20,0,0,0,0,24,0,28,28,0,0,8,0,0,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,8,0,0,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_underground_input,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
inserter_all_from_electromagnetic_plant_electronic_circuit_to_underground_input_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
inserter_all_from_electromagnetic_plant_productivity_module,16,12,12,16,16,16,16,16,16,13,12,12,16,16,12,16,16,32,16,12,12,12,12,12,12,16,14,16,12
inserter_all_from_electromagnetic_plant_productivity_module_circuit_enabled,0,12,12,16,16,16,16,16,16,13,12,12,0,16,12,16,16,32,16,12,12,12,12,12,12,12,14,16,12
inserter_all_from_electromagnetic_plant_productivity_module_to_turbo_transport_belt,0,12,12,16,16,16,0,16,16,13,12,12,8,16,12,16,16,32,16,12,12,12,12,12,12,16,14,16,12
inserter_all_from_electromagnetic_plant_productivity_module_to_turbo_transport_belt_circuit_enabled,0,12,12,16,16,16,0,16,16,13,12,12,0,16,12,16,16,32,16,12,12,12,12,12,12,12,14,16,12
inserter_all_from_electromagnetic_plant_productivity_module_to_underground_input,8,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_productivity_module_to_underground_input_circuit_enabled,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_electromagnetic_plant_productivity_module_to_underground_output,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_express_transport_belt,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_express_transport_belt_to_chemical_plant_plastic_bar,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper,16,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
inserter_all_from_foundry_casting_copper_cable,16,76,84,96,0,56,56,64,104,61,64,64,89,104,50,104,80,160,80,54,54,88,88,70,24,72,170,80,72
inserter_all_from_foundry_casting_copper_cable_circuit_enabled,0,64,72,96,0,32,32,32,104,45,32,32,0,104,4,104,40,80,40,54,54,64,64,70,4,0,170,40,30
inserter_all_from_foundry_casting_copper_cable_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit,0,20,24,48,0,32,32,32,64,32,32,32,43,64,0,52,40,80,40,36,32,64,64,0,0,48,68,48,30
inserter_all_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,20,24,48,0,32,32,32,64,32,32,32,0,64,0,52,40,80,40,36,32,64,64,0,0,0,68,40,30
inserter_all_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit,16,44,48,48,0,24,24,32,40,29,32,32,46,40,14,52,40,80,40,18,6,24,24,42,12,24,102,32,42
inserter_all_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,44,48,48,0,0,0,0,40,13,0,0,0,40,0,52,0,0,0,18,6,0,0,42,4,0,102,0,0
inserter_all_from_foundry_casting_copper_cable_to_steel_chest,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_cable_to_underground_input,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_copper_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
inserter_all_from_foundry_casting_copper_to_electromagnetic_plant_copper_cable,16,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
inserter_all_from_foundry_casting_copper_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
inserter_all_from_foundry_casting_iron,8,44,48,48,24,20,40,24,40,29,32,32,46,12,6,52,40,80,40,6,8,8,8,14,20,8,34,24,42
inserter_all_from_foundry_casting_iron_circuit_enabled,0,44,48,48,0,0,24,0,40,13,0,0,0,0,0,52,0,0,0,6,0,0,0,14,20,0,34,0,0
inserter_all_from_foundry_casting_iron_stick,32,28,28,32,56,32,32,32,32,50,28,28,36,32,32,0,32,64,32,32,30,64,64,28,52,32,32,56,28
inserter_all_from_foundry_casting_iron_stick_circuit_enabled,0,28,28,0,48,0,28,32,32,50,24,20,0,0,0,0,32,64,32,32,30,64,64,28,48,0,32,56,0
inserter_all_from_foundry_casting_iron_stick_to_assembling_machine_3_rail,32,28,28,32,56,32,32,32,32,50,28,28,0,32,32,0,32,64,32,32,30,64,64,28,52,32,32,56,28
inserter_all_from_foundry_casting_iron_stick_to_assembling_machine_3_rail_circuit_enabled,0,28,28,0,48,0,28,32,32,50,24,20,0,0,0,0,32,64,32,32,30,64,64,28,48,0,32,56,0
inserter_all_from_foundry_casting_iron_stick_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit,8,44,48,48,16,20,40,24,40,29,32,32,46,0,6,52,40,80,40,6,0,8,8,14,20,8,34,24,42
inserter_all_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,44,48,48,0,0,24,0,40,13,0,0,0,0,0,52,0,0,0,6,0,0,0,14,20,0,34,0,0
inserter_all_from_foundry_casting_iron_to_turbo_transport_belt,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_iron_to_underground_output,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_steel,40,48,52,48,88,56,48,48,48,72,48,48,63,64,56,32,48,96,52,56,46,80,80,44,76,64,72,72,46
inserter_all_from_foundry_casting_steel_circuit_enabled,0,48,52,0,48,0,48,48,48,72,44,40,0,32,0,16,48,96,52,52,46,80,80,44,48,0,72,72,0
inserter_all_from_foundry_casting_steel_to_assembling_machine_3_electric_furnace,0,20,24,16,32,24,16,16,16,22,20,20,27,32,24,32,16,32,20,24,16,16,16,16,24,32,40,16,18
inserter_all_from_foundry_casting_steel_to_assembling_machine_3_electric_furnace_circuit_enabled,0,20,24,0,0,0,16,16,16,22,20,20,0,32,0,16,16,32,20,20,16,16,16,16,0,0,40,16,0
inserter_all_from_foundry_casting_steel_to_assembling_machine_3_rail,0,28,28,32,56,32,32,32,32,50,28,28,0,32,32,0,32,64,32,32,30,64,64,28,52,32,32,56,28
inserter_all_from_foundry_casting_steel_to_assembling_machine_3_rail_circuit_enabled,0,28,28,0,48,0,32,32,32,50,24,20,0,0,0,0,32,64,32,32,30,64,64,28,48,0,32,56,0
inserter_all_from_foundry_casting_steel_to_cargo_wagon,32,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_steel_to_underground_input,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_set_recipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_set_recipe_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_set_recipe_to_assembling_machine_3_rail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_set_recipe_to_assembling_machine_3_rail_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_infinity_chest,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
inserter_all_from_infinity_chest_to_turbo_transport_belt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
inserter_all_from_steel_chest,0,56,36,0,0,88,0,0,48,50,36,36,0,16,0,0,0,0,0,0,32,0,0,28,0,0,48,72,0
inserter_all_from_steel_chest_circuit_enabled,0,56,36,0,0,40,0,0,48,50,24,24,0,16,0,0,0,0,0,0,32,0,0,28,0,0,48,40,0
inserter_all_from_steel_chest_to_assembling_machine_3_electric_furnace,0,20,0,0,0,48,0,0,32,0,0,0,0,16,0,0,0,0,0,0,16,0,0,16,0,0,20,16,0
inserter_all_from_steel_chest_to_assembling_machine_3_electric_furnace_circuit_enabled,0,20,0,0,0,24,0,0,32,0,0,0,0,16,0,0,0,0,0,0,16,0,0,16,0,0,20,16,0
inserter_all_from_steel_chest_to_assembling_machine_3_production_science_pack,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_steel_chest_to_assembling_machine_3_production_science_pack_circuit_enabled,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_steel_chest_to_electromagnetic_plant_advanced_circuit,0,24,24,0,0,16,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
inserter_all_from_steel_chest_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,24,24,0,0,16,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
inserter_all_from_steel_chest_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
inserter_all_from_steel_chest_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
inserter_all_from_steel_chest_to_electromagnetic_plant_productivity_module,0,12,12,0,0,0,0,0,16,0,12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,28,16,0
inserter_all_from_steel_chest_to_electromagnetic_plant_productivity_module_circuit_enabled,0,12,12,0,0,0,0,0,16,0,12,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,28,16,0
inserter_all_from_steel_chest_to_steel_chest,0,0,0,0,0,24,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
inserter_all_from_turbo_splitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_splitter_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_splitter_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_splitter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt,168,128,76,99,104,184,10,80,112,110,93,97,121,76,262,164,72,144,36,92,40,200,200,32,198,120,28,160,80
inserter_all_from_turbo_transport_belt_circuit_enabled,0,88,56,83,12,112,0,72,72,92,76,76,0,68,198,152,56,96,24,48,4,192,192,8,140,5,20,112,72
inserter_all_from_turbo_transport_belt_to_assembling_machine_3_electric_furnace,0,0,0,0,8,0,0,48,16,0,20,20,0,0,36,16,8,16,0,36,0,16,16,8,24,32,0,0,0
inserter_all_from_turbo_transport_belt_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,48,16,0,20,20,0,0,0,16,8,16,0,0,0,16,16,8,20,0,0,0,0
inserter_all_from_turbo_transport_belt_to_assembling_machine_3_production_science_pack,64,56,56,51,0,64,0,8,56,0,56,56,72,0,64,64,8,16,24,0,0,64,64,0,52,40,0,112,56
inserter_all_from_turbo_transport_belt_to_assembling_machine_3_production_science_pack_circuit_enabled,0,56,56,51,0,64,0,8,56,0,56,56,0,0,64,64,8,16,24,0,0,64,64,0,48,5,0,112,56
inserter_all_from_turbo_transport_belt_to_assembling_machine_3_rail,0,28,0,0,16,32,0,0,0,50,0,0,0,0,16,0,4,32,0,0,26,0,0,4,52,16,0,0,0
inserter_all_from_turbo_transport_belt_to_assembling_machine_3_rail_circuit_enabled,0,0,0,0,8,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
inserter_all_from_turbo_transport_belt_to_cargo_wagon,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_chemical_plant_plastic_bar,0,0,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0
inserter_all_from_turbo_transport_belt_to_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
inserter_all_from_turbo_transport_belt_to_cryogenic_plant_plastic_bar,0,0,0,8,4,8,0,0,0,0,0,4,0,4,2,14,4,4,4,0,0,8,8,12,14,8,0,24,16
inserter_all_from_turbo_transport_belt_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,8,8,0,0,0,0,0,16
inserter_all_from_turbo_transport_belt_to_electric_furnace,64,32,0,32,24,48,0,0,32,40,0,0,0,32,32,44,40,64,0,24,4,48,48,0,48,0,0,0,0
inserter_all_from_turbo_transport_belt_to_electric_furnace_circuit_enabled,0,32,0,32,0,24,0,0,0,40,0,0,0,32,32,44,40,64,0,24,4,48,48,0,24,0,0,0,0
inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit,0,0,0,0,28,0,0,0,0,0,0,0,43,32,82,0,0,0,0,0,0,32,32,0,0,16,0,0,0
inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,32,82,0,0,0,0,0,0,32,32,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_electronic_circuit,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_productivity_module,0,0,0,0,0,24,0,16,0,12,0,0,0,0,20,16,0,0,0,24,0,24,24,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,24,0,16,0,12,0,0,0,0,20,16,0,0,0,24,0,24,24,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_foundry_molten_copper,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
inserter_all_from_turbo_transport_belt_to_foundry_molten_iron,6,10,10,6,6,6,8,6,6,6,7,7,5,6,6,8,6,10,6,6,8,6,6,6,6,6,6,6,6
inserter_all_from_underground_input,96,8,12,20,120,8,56,40,8,38,8,2,0,56,16,4,60,116,32,94,76,0,0,120,0,96,35,0,0
inserter_all_from_underground_input_circuit_enabled,0,4,0,12,80,0,48,32,0,30,0,0,0,56,0,4,52,96,24,76,46,0,0,64,0,2,35,0,0
inserter_all_from_underground_input_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_assembling_machine_3_electric_furnace,16,0,0,0,8,0,8,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,8,0,0,0
inserter_all_from_underground_input_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0
inserter_all_from_underground_input_to_assembling_machine_3_production_science_pack,0,0,0,4,56,0,32,32,0,20,0,0,0,32,0,0,48,96,16,64,30,0,0,56,0,16,32,0,0
inserter_all_from_underground_input_to_assembling_machine_3_production_science_pack_circuit_enabled,0,0,0,4,56,0,32,32,0,20,0,0,0,32,0,0,48,96,16,64,0,0,0,56,0,2,32,0,0
inserter_all_from_underground_input_to_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_assembling_machine_3_rail,64,0,0,0,24,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,24,0,16,0,0,0
inserter_all_from_underground_input_to_assembling_machine_3_rail_circuit_enabled,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_chemical_plant_plastic_bar,0,0,8,0,0,0,0,0,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_cryogenic_plant_plastic_bar,0,4,4,8,0,8,8,8,0,8,6,0,0,0,0,0,8,20,8,0,16,0,0,0,0,0,3,0,0
inserter_all_from_underground_input_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0
inserter_all_from_underground_input_to_electric_furnace,0,4,0,8,24,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,18,0,0,32,0,32,0,0,0
inserter_all_from_underground_input_to_electric_furnace_circuit_enabled,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,18,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_electromagnetic_plant_advanced_circuit,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,16,0,0,0
inserter_all_from_underground_input_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
