entity,00_baseline,01_geist,02_geist,03_swiftdeath007,04_goirelandbrad,05_flexime,06_mulain,07_rydberg,08_derantrix,09_azhrei,10_thaeln,11_thaeln,13_yuu,14_redphoenixq,15_yoyonas,16_teaz,17_akaravortex,18_akaravortex,19_akaravortex,20_groot_opperhoofd,21_em,22_warbaque,23_warbaque,24_syvkal,25_mcmayhem57,26_galacta487,27_theflyingcurryfish154,28_erichteia,29_the_end
inserter_all_from_underground_input_to_electromagnetic_plant_productivity_module,16,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
inserter_all_from_underground_input_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_output,120,20,12,65,100,32,56,32,80,49,8,10,4,92,0,0,52,72,44,59,82,72,72,0,0,40,36,0,18
inserter_all_from_underground_output_circuit_enabled,0,4,0,25,72,32,48,24,64,39,0,0,0,60,0,0,12,16,32,9,48,72,72,0,0,1,36,0,18
inserter_all_from_underground_output_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_assembling_machine_3_electric_furnace,32,0,0,16,0,24,8,0,0,10,0,0,0,16,0,0,8,16,16,0,16,0,0,0,0,8,0,0,18
inserter_all_from_underground_output_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,16,0,24,8,0,0,10,0,0,0,16,0,0,8,16,16,0,16,0,0,0,0,0,0,0,18
inserter_all_from_underground_output_to_assembling_machine_3_production_science_pack,0,0,0,1,56,0,32,24,0,30,0,0,0,32,0,0,0,0,16,0,30,0,0,0,0,8,32,0,0
inserter_all_from_underground_output_to_assembling_machine_3_production_science_pack_circuit_enabled,0,0,0,1,56,0,32,24,0,28,0,0,0,32,0,0,0,0,16,0,0,0,0,0,0,1,32,0,0
inserter_all_from_underground_output_to_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_assembling_machine_3_rail,64,0,0,32,16,0,0,0,64,0,0,0,0,32,0,0,28,32,0,32,4,64,64,0,0,0,0,0,0
inserter_all_from_underground_output_to_assembling_machine_3_rail_circuit_enabled,0,0,0,0,16,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0
inserter_all_from_underground_output_to_chemical_plant_plastic_bar,8,0,8,0,0,0,0,0,16,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_cryogenic_plant_plastic_bar,0,16,4,8,0,0,8,8,0,8,6,8,1,0,0,0,12,24,12,9,0,8,8,0,0,0,4,0,0
inserter_all_from_underground_output_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,8,0,0,0,4,0,0
inserter_all_from_underground_output_to_electric_furnace,0,4,0,8,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_electric_furnace_circuit_enabled,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_electromagnetic_plant_advanced_circuit,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,16,0,0,0
inserter_all_from_underground_output_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_electromagnetic_plant_productivity_module,16,0,0,0,0,8,8,0,0,1,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0
inserter_all_from_underground_output_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,8,8,0,0,1,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
inserter_all_from_wooden_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,32,0,0,0,0,0,0,0,0,0,0,42
inserter_all_from_wooden_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,32,0,0,0,0,0,0,0,0,0,0,42
inserter_all_from_wooden_chest_to_assembling_machine_3_electric_furnace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_wooden_chest_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_wooden_chest_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
inserter_all_from_wooden_chest_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
inserter_all_from_wooden_chest_to_electromagnetic_plant_productivity_module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12
inserter_all_from_wooden_chest_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12
inserter_all_to_assembling_machine_3_electric_furnace,80,80,96,80,96,96,80,64,64,82,80,80,108,80,60,96,64,128,84,60,64,80,80,64,96,80,100,80,72
inserter_all_to_assembling_machine_3_electric_furnace_circuit_enabled,0,80,96,64,0,48,80,64,64,82,80,80,0,80,0,80,64,128,84,20,64,80,80,64,60,0,100,80,54
inserter_all_to_assembling_machine_3_production_science_pack,128,112,112,112,224,192,128,128,112,100,112,112,144,128,128,128,112,224,112,128,120,128,128,112,104,128,128,168,112
inserter_all_to_assembling_machine_3_production_science_pack_circuit_enabled,0,112,112,56,208,192,128,128,112,98,56,56,0,128,64,128,56,224,56,128,60,128,128,112,96,8,128,112,56
inserter_all_to_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_rail,160,84,56,96,168,96,64,64,128,150,56,56,72,96,96,64,96,192,64,96,90,192,192,84,156,100,64,112,56
inserter_all_to_assembling_machine_3_rail_circuit_enabled,0,56,56,0,144,0,60,64,128,140,48,40,0,0,0,64,64,128,64,64,60,192,192,56,144,0,64,112,0
inserter_all_to_assembling_machine_3_rail_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_belt,233,89,93,121,145,153,129,177,113,116,109,109,136,157,215,138,113,225,121,185,129,153,153,101,105,209,99,89,105
inserter_all_to_belt_circuit_enabled,0,88,92,120,40,152,128,176,112,115,104,108,0,128,146,132,112,224,120,184,120,124,124,100,96,204,98,88,104
inserter_all_to_belt_circuit_set_filters,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
inserter_all_to_building,592,556,536,640,860,628,490,464,624,576,465,465,641,568,456,668,584,1132,524,493,496,656,656,478,562,516,627,640,462
inserter_all_to_building_circuit_enabled,0,496,492,440,356,392,420,384,560,508,304,296,0,464,204,640,384,848,356,377,396,616,616,396,380,8,619,456,240
inserter_all_to_building_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
inserter_all_to_car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
inserter_all_to_car_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
inserter_all_to_cargo_wagon,256,0,0,0,0,32,64,64,0,64,0,0,144,0,0,0,0,0,0,0,0,0,0,168,168,0,0,0,0
inserter_all_to_cargo_wagon_circuit_enabled,0,0,0,0,0,32,64,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,120,88,0,0,0,0
inserter_all_to_chemical_plant_plastic_bar,16,0,24,0,0,0,0,0,24,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0
inserter_all_to_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
inserter_all_to_chest,128,56,36,0,0,104,32,32,48,82,36,36,72,16,4,0,16,32,0,0,48,0,0,112,84,0,48,80,42
inserter_all_to_chest_circuit_enabled,0,32,12,0,0,32,32,32,32,82,12,12,0,16,4,0,16,32,0,0,48,0,0,88,44,0,48,40,12
inserter_all_to_cryogenic_plant_plastic_bar,0,20,8,24,4,16,16,16,0,16,12,12,1,4,2,14,24,48,24,9,16,16,16,14,14,8,7,24,16
inserter_all_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,12,0,0,0,9,16,16,16,0,0,0,7,0,16
inserter_all_to_electric_furnace,64,40,0,48,64,48,0,0,32,40,0,0,54,32,32,48,48,64,0,36,32,48,48,32,48,32,0,0,0
inserter_all_to_electric_furnace_circuit_enabled,0,40,0,48,0,24,0,0,0,40,0,0,0,32,32,48,48,64,0,36,32,48,48,0,24,0,0,0,0
inserter_all_to_electromagnetic_plant_advanced_circuit,64,96,108,144,160,96,96,96,144,96,96,96,132,128,84,156,120,240,120,108,96,128,128,84,56,96,136,144,90
inserter_all_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,96,108,144,0,96,96,96,144,96,96,96,0,128,84,156,120,240,120,72,96,128,128,84,16,0,136,120,90
inserter_all_to_electromagnetic_plant_copper_cable,16,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
inserter_all_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
inserter_all_to_electromagnetic_plant_electronic_circuit,24,88,96,96,80,44,64,56,80,58,64,64,92,60,22,104,80,160,80,24,44,32,32,56,40,32,136,56,84
inserter_all_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,88,96,96,0,0,24,0,80,26,0,0,0,60,0,104,0,0,0,24,44,0,0,56,24,0,136,0,0
inserter_all_to_electromagnetic_plant_productivity_module,32,24,24,32,32,32,32,32,32,26,24,24,32,32,24,48,32,64,32,24,24,24,24,24,24,32,28,32,24
inserter_all_to_electromagnetic_plant_productivity_module_circuit_enabled,0,24,24,32,0,32,32,32,32,26,24,24,0,32,24,48,32,64,32,24,24,24,24,24,0,0,28,32,24
inserter_all_to_foundry_molten_copper,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
inserter_all_to_foundry_molten_iron,6,10,10,6,6,6,8,6,6,6,7,7,5,6,6,8,6,10,6,6,8,6,6,6,6,6,6,6,6
inserter_all_to_steel_chest,0,56,36,0,0,88,0,0,48,50,36,36,0,16,0,0,0,0,0,0,32,0,0,28,0,0,48,80,0
inserter_all_to_steel_chest_circuit_enabled,0,32,12,0,0,16,0,0,32,50,12,12,0,16,0,0,0,0,0,0,32,0,0,28,0,0,48,40,0
inserter_all_to_turbo_splitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_to_turbo_transport_belt,209,89,61,113,145,145,97,177,113,116,109,109,59,141,213,135,113,225,73,93,87,153,153,101,105,185,99,65,83
inserter_all_to_turbo_transport_belt_circuit_enabled,0,88,60,112,40,144,96,176,112,115,104,108,0,112,146,132,112,224,72,92,82,124,124,100,96,180,98,64,82
inserter_all_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
inserter_all_to_underground_input,16,0,32,8,0,8,32,0,0,0,0,0,73,0,2,0,0,0,24,80,14,0,0,0,0,24,0,24,0
inserter_all_to_underground_input_circuit_enabled,0,0,32,8,0,8,32,0,0,0,0,0,0,0,0,0,0,0,24,80,14,0,0,0,0,24,0,24,0
inserter_all_to_underground_output,8,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,24,12,28,0,0,0,0,0,0,0,22
inserter_all_to_underground_output_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,24,12,24,0,0,0,0,0,0,0,22
inserter_all_to_wooden_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,32,0,0,0,0,0,0,0,0,0,0,42
inserter_all_to_wooden_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,32,0,0,0,0,0,0,0,0,0,0,12
inserter_all_unknown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
locomotive,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medium_electric_pole,216,151,124,206,141,140,126,159,112,155,105,110,148,167,106,207,735,1421,597,96,110,81,78,123,495,36,44,100,108
oil_refinery,4,8,8,8,4,4,4,4,4,8,4,4,3,4,4,3,4,8,4,6,3,4,4,4,4,8,6,3,4
oil_refinery_circuit_enabled,0,8,8,0,4,0,4,4,4,8,0,0,0,0,0,0,0,0,0,6,3,4,4,4,4,0,6,3,0
pipe,1407,1009,1379,701,925,1236,1574,951,733,1057,784,816,550,749,614,1346,1152,1858,911,405,261,1107,1107,868,864,1182,1339,3551,534
pipe_to_ground,592,661,1135,1074,840,500,512,538,550,887,512,526,650,350,435,483,748,1402,700,517,367,413,413,500,744,662,821,482,708
pump,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
pumpjack,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
radar,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rail_chain_signal,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rail_signal,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recipe_advanced_circuit,32,32,36,48,48,32,32,32,40,32,32,32,43,32,28,52,40,80,40,36,32,32,32,28,28,48,34,48,30
recipe_basic_oil_processing,4,8,8,8,4,4,4,4,4,8,4,4,3,4,4,3,4,8,4,6,3,4,4,4,4,8,6,3,4
recipe_casting_copper,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
recipe_casting_copper_cable,4,26,26,32,0,40,40,40,20,43,26,26,38,20,6,26,20,40,20,15,26,24,24,14,18,16,54,52,44
recipe_casting_iron,4,21,24,24,8,12,16,12,12,18,12,12,38,4,4,14,16,32,16,3,2,4,4,10,20,8,34,20,22
recipe_casting_iron_stick,32,14,14,16,28,16,16,16,16,18,16,14,20,16,16,16,16,32,16,16,12,18,18,14,14,16,16,56,16
recipe_casting_steel,16,26,26,22,36,28,24,24,24,42,24,22,47,32,24,24,24,48,28,28,18,24,24,22,38,24,36,64,26
recipe_copper_cable,8,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
recipe_electric_furnace,16,20,24,16,16,24,16,16,16,20,20,20,27,16,12,16,16,32,20,12,16,16,16,16,24,16,20,16,18
recipe_electronic_circuit,4,44,48,48,24,20,24,24,40,29,32,32,46,20,4,52,40,80,40,6,22,8,8,14,20,8,34,24,42
recipe_molten_copper,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
recipe_molten_iron,6,10,10,6,6,6,8,6,6,6,7,7,5,6,6,8,6,10,6,6,8,6,6,6,6,6,6,6,6
recipe_plastic_bar,16,20,32,24,4,16,16,16,24,16,24,24,2,4,2,14,24,48,24,9,16,16,16,14,14,8,27,40,16
recipe_production_science_pack,64,56,56,56,56,64,64,64,56,50,56,56,72,64,64,64,56,112,56,64,60,64,64,56,52,64,64,56,56
recipe_productivity_module,16,12,12,16,16,16,16,16,16,13,12,12,16,16,12,16,16,32,16,12,12,12,12,12,12,16,14,16,12
recipe_rail,32,28,28,32,56,32,32,32,32,50,28,28,36,32,32,32,32,64,32,32,30,64,64,28,52,32,32,56,28
small_lamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,23,27,0,0,0,0,516,0
small_lamp_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,0,0,0,0,0,0
stack_inserter,953,701,665,761,1005,889,651,673,785,774,610,610,849,741,675,806,713,1389,645,678,673,809,809,691,751,725,774,809,609
stack_inserter_chest_to_chest,0,0,0,0,0,24,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
stack_inserter_circuit_enabled,0,616,596,560,396,576,580,592,704,705,420,416,0,608,354,772,512,1104,476,561,564,740,740,584,520,212,765,584,356
stack_inserter_circuit_set_filters,0,0,0,0,48,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,60,0,0,56,0,0,0,0,0
stack_inserter_direct_insertion,168,344,400,456,536,324,336,280,376,297,332,332,390,328,172,500,384,768,412,248,250,384,384,200,308,256,480,432,322
stack_inserter_direct_insertion_circuit_enabled,0,344,400,320,192,192,292,224,376,265,204,196,0,264,0,484,248,608,276,244,250,352,352,200,224,0,480,304,108
stack_inserter_direct_insertion_percent,17.628541448058762,49.07275320970042,60.150375939849624,59.92115637319316,53.333333333333336,36.445444319460066,51.61290322580645,41.60475482912333,47.898089171974526,38.372093023255815,54.42622950819672,54.42622950819672,45.936395759717314,44.26450742240216,25.48148148148148,62.03473945409429,53.85694249649369,55.291576673866096,63.87596899224807,36.57817109144543,37.147102526002975,47.46600741656366,47.46600741656366,28.94356005788712,41.011984021304926,35.310344827586206,62.01550387596899,53.399258343634116,52.87356321839081
stack_inserter_from_assembling_machine_3_electric_furnace,16,20,24,16,16,24,16,16,16,20,20,20,27,16,12,16,16,32,24,12,16,16,16,16,24,16,20,16,18
stack_inserter_from_assembling_machine_3_electric_furnace_circuit_enabled,0,20,24,16,16,24,16,16,16,20,20,20,0,16,12,16,16,32,24,12,16,16,16,16,20,16,20,16,18
stack_inserter_from_assembling_machine_3_electric_furnace_to_turbo_transport_belt,16,20,16,16,16,24,0,16,16,20,20,20,27,0,12,16,16,32,24,0,14,16,16,16,24,16,20,0,0
stack_inserter_from_assembling_machine_3_electric_furnace_to_turbo_transport_belt_circuit_enabled,0,20,16,16,16,24,0,16,16,20,20,20,0,0,12,16,16,32,24,0,14,16,16,16,20,16,20,0,0
stack_inserter_from_assembling_machine_3_electric_furnace_to_underground_input,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,16,0
stack_inserter_from_assembling_machine_3_electric_furnace_to_underground_input_circuit_enabled,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,16,0
stack_inserter_from_assembling_machine_3_electric_furnace_to_underground_output,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
stack_inserter_from_assembling_machine_3_electric_furnace_to_underground_output_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
stack_inserter_from_assembling_machine_3_production_science_pack,64,56,56,56,56,64,64,64,56,50,56,56,72,64,64,64,56,112,56,64,60,64,64,56,52,64,64,56,56
stack_inserter_from_assembling_machine_3_production_science_pack_circuit_enabled,0,56,56,56,8,64,64,64,56,50,52,56,0,64,64,64,56,112,56,64,60,64,64,56,48,64,64,56,56
stack_inserter_from_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
stack_inserter_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt,64,56,32,56,56,64,64,64,56,50,56,56,4,64,64,64,56,112,8,8,56,64,64,56,52,64,64,48,52
stack_inserter_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt_circuit_enabled,0,56,32,56,8,64,64,64,56,50,52,56,0,64,64,64,56,112,8,8,56,64,64,56,48,64,64,48,52
stack_inserter_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
stack_inserter_from_assembling_machine_3_production_science_pack_to_underground_input,0,0,24,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,24,56,0,0,0,0,0,0,0,8,0
stack_inserter_from_assembling_machine_3_production_science_pack_to_underground_input_circuit_enabled,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,56,0,0,0,0,0,0,0,8,0
stack_inserter_from_assembling_machine_3_production_science_pack_to_underground_output,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,4
stack_inserter_from_assembling_machine_3_production_science_pack_to_underground_output_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,4
stack_inserter_from_assembling_machine_3_rail,64,56,56,56,112,128,64,64,56,50,56,56,72,64,64,64,56,112,56,64,60,64,64,56,52,64,64,56,56
stack_inserter_from_assembling_machine_3_rail_circuit_enabled,0,56,56,0,96,128,64,64,56,50,0,0,0,64,0,64,0,112,0,64,60,64,64,56,48,0,64,0,0
stack_inserter_from_assembling_machine_3_rail_to_assembling_machine_3_production_science_pack,64,56,56,56,112,128,64,64,56,0,56,56,72,64,64,64,56,112,56,64,60,64,64,56,52,64,64,56,56
stack_inserter_from_assembling_machine_3_rail_to_assembling_machine_3_production_science_pack_circuit_enabled,0,56,56,0,96,128,64,64,56,0,0,0,0,64,0,64,0,112,0,64,60,64,64,56,48,0,64,0,0
stack_inserter_from_assembling_machine_3_rail_to_steel_chest,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_rail_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_belt,392,156,100,184,324,224,122,152,200,197,109,109,125,224,280,168,184,332,112,245,198,272,272,152,198,256,99,160,98
stack_inserter_from_belt_circuit_enabled,0,96,56,120,164,144,96,128,136,161,76,76,0,184,200,156,120,208,80,133,98,264,264,72,140,8,91,112,90
stack_inserter_from_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
stack_inserter_from_building,400,488,528,576,680,556,496,488,536,494,464,464,597,500,390,632,512,1024,532,432,426,536,536,412,496,464,626,576,468
stack_inserter_from_building_circuit_enabled,0,464,504,440,232,376,452,432,520,462,320,316,0,408,150,616,376,864,396,428,418,476,476,388,364,204,626,432,224
stack_inserter_from_building_circuit_set_filters,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
stack_inserter_from_car,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
stack_inserter_from_car_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
stack_inserter_from_car_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
stack_inserter_from_car_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon,320,0,0,0,0,32,64,64,0,64,0,0,252,0,0,0,0,0,0,0,0,0,0,196,112,0,0,0,0
stack_inserter_from_cargo_wagon_circuit_enabled,0,0,0,0,0,32,64,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,192,32,0,0,0,0
stack_inserter_from_cargo_wagon_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_rail,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_rail_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_cryogenic_plant_plastic_bar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_electric_furnace,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_advanced_circuit,64,0,0,0,0,16,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,84,44,0,0,0,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,16,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,84,16,0,0,0,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_productivity_module,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_turbo_transport_belt,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar,16,0,24,0,0,0,0,0,40,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0
stack_inserter_from_chemical_plant_plastic_bar_circuit_enabled,0,0,24,0,0,0,0,0,40,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0
stack_inserter_from_chemical_plant_plastic_bar_to_cargo_wagon,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit,0,0,24,0,0,0,0,0,40,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0
