entity,design_00_baseline,design_01_undertow,design_02_swiftdeath007,design_03_swiftdeath007,design_04_swiftdeath007,design_05_derantrix,design_06_imp,design_07_osboz,design_08_lady_meyneth,design_09_jobo,design_10_ztirom22,design_11_theflyingcurryfish154,design_12_phlap,design_13_phlap,design_14_abucnasty_Stage_1,design_14_abucnasty_Stage_2,design_14_abucnasty_Stage_3,design_14_abucnasty,design_17_henryjk,design_18_lady_meyneth,design_19_werezwolf,design_20_toda1,design_21_syvkal_STAGE_0,design_21_syvkal_STAGE_1,design_21_syvkal_STAGE_2,design_22_mcmayhem57,design_23_mcmayhem57,design_24_mcmayhem57,design_25_ashtroboy_1,design_25_ashtroboy_Paste_after_sulfur_rounds_corner_and_imediatly_after_lamp_blinks,design_25_ashtroboy_Final_State_(Only_for_comparison_will_not_work),design_26_mrcooki4,design_27_geist_fixed,design_28_geist,design_29_geist,design_30_reja,design_31_minebuilder,design_32_reja,design_33_syvkal_STAGE_0,design_33_syvkal_STAGE_1,design_33_syvkal_STAGE_2,design_34_osboz,design_35_henryjk,design_hybrid_01_abucnasty,design_hybrid_03_thaeln_abucnasty,design_hybrid_04_thaeln_abucnasty,design_hybrid_05_thaeln_abucnasty_Stage_1,design_hybrid_05_thaeln_abucnasty,design_hybrid_06_abucnasty
inserter_all_from_foundry_casting_pipe_to_express_splitter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_pipe_to_express_transport_belt,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_pipe_to_turbo_transport_belt,2,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_pipe_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_pipe_to_turbo_underground_belt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_pipe_to_turbo_underground_belt_circuit_enabled,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_steel,2,2,14,30,12,4,24,4,22,0,2,3,22,0,0,0,0,0,0,22,5,23,24,24,24,8,8,2,0,0,0,4,2,0,0,2,0,2,24,24,24,4,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_steel_circuit_enabled,0,0,0,30,12,4,0,0,22,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,8,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_steel_to_assembling_machine_3_engine_unit,0,0,14,0,12,0,24,0,22,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_steel_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,12,0,0,0,22,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_steel_to_cargo_wagon,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_steel_to_cargo_wagon_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_steel_to_turbo_transport_belt,2,2,0,0,0,4,0,4,0,0,2,3,0,0,0,0,0,0,0,0,5,0,0,0,0,8,8,2,0,0,0,4,2,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0
inserter_all_from_foundry_casting_steel_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_set_recipe,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,48,0,0,0,0,0,0,0,0,0,20,20,20,0,0,23,18,0,0,0,0,0,0,0,48,24,10,10,20,20,24
inserter_all_from_foundry_set_recipe_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,20,20,20,0,0,23,18,0,0,0,0,0,0,0,48,22,0,0,0,0,22
inserter_all_from_foundry_set_recipe_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,10,10,20,20,0
inserter_all_from_foundry_set_recipe_to_assembling_machine_3_engine_unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,48,22,0,0,0,0,22
inserter_all_from_foundry_set_recipe_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,48,22,0,0,0,0,22
inserter_all_from_foundry_set_recipe_to_steel_chest,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,10,10,20,20,0
inserter_all_from_foundry_set_recipe_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_foundry_set_recipe_to_steel_chest_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,10,10,20,20,0
inserter_all_from_foundry_set_recipe_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
inserter_all_from_infinity_chest,0,8,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0
inserter_all_from_infinity_chest_to_turbo_transport_belt,0,4,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0
inserter_all_from_infinity_chest_to_turbo_underground_belt,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_iron_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
inserter_all_from_iron_chest_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
inserter_all_from_steel_chest,0,0,0,0,0,0,0,0,0,36,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,1,0,0,0,0,0,0,0,10,10,30,30,0
inserter_all_from_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,24,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,1,0,0,0,0,0,0,0,10,10,24,24,0
inserter_all_from_steel_chest_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_steel_chest_to_assembling_machine_3_chemical_science_pack,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_steel_chest_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_steel_chest_to_assembling_machine_3_engine_unit,0,0,0,0,0,0,0,0,0,12,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,10,10,20,20,0
inserter_all_from_steel_chest_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,10,10,20,20,0
inserter_all_from_steel_chest_to_assembling_machine_3_engine_unit_circuit_set_filters,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_steel_chest_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
inserter_all_from_steel_chest_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
inserter_all_from_steel_chest_to_steel_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6,0
inserter_all_from_steel_chest_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_stone_furnace_undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_stone_furnace_undefined_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_stone_furnace_undefined_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_stone_furnace_undefined_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_stone_furnace_undefined_to_turbo_underground_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_stone_furnace_undefined_to_turbo_underground_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_splitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt,83,8,4,6,21,16,0,159,22,0,55,33,48,48,50,50,50,50,20,22,2,25,56,56,56,3,3,43,49,49,49,6,88,48,27,25,79,24,56,56,56,159,20,50,50,50,90,90,50
inserter_all_from_turbo_transport_belt_circuit_enabled,0,0,0,0,11,16,0,153,22,0,53,33,48,48,50,50,50,50,16,22,0,0,56,56,56,0,0,14,49,49,49,4,88,48,27,23,53,22,56,56,56,155,16,50,50,50,88,88,50
inserter_all_from_turbo_transport_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_assembling_machine_3_chemical_science_pack,46,4,0,0,2,12,0,104,22,0,42,8,22,44,44,44,44,44,0,22,0,0,48,48,48,0,0,26,0,48,48,0,44,48,0,22,8,22,48,48,48,104,0,22,44,44,88,88,22
inserter_all_from_turbo_transport_belt_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,0,12,0,98,22,0,42,8,22,44,44,44,44,44,0,22,0,0,48,48,48,0,0,0,0,48,48,0,44,48,0,20,8,20,48,48,48,100,0,22,44,44,88,88,22
inserter_all_from_turbo_transport_belt_to_assembling_machine_3_chemical_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_assembling_machine_3_engine_unit,20,4,0,0,0,4,0,48,0,0,11,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,44,0,0,0,0,0,0,0,0,48,0,22,0,0,0,0,22
inserter_all_from_turbo_transport_belt_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,0,4,0,48,0,0,11,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,44,0,0,0,0,0,0,0,0,48,0,22,0,0,0,0,22
inserter_all_from_turbo_transport_belt_to_assembling_machine_3_engine_unit_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_chemical_plant_plastic_bar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_cryogenic_plant_plastic_bar,1,0,0,0,2,0,0,1,0,0,2,1,0,0,2,2,2,2,0,0,2,25,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,2,2,2,2
inserter_all_from_turbo_transport_belt_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,2,0,0,2
inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit,12,0,0,0,0,0,0,0,0,0,0,16,4,4,4,4,4,4,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,26,2,0,2,8,8,8,0,0,4,4,4,0,0,4
inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,16,4,4,4,4,4,4,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,26,2,0,2,8,8,8,0,0,4,4,4,0,0,4
inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_electronic_circuit,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_express_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_express_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_fast_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_fast_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_foundry_molten_copper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_foundry_molten_copper_circuit_enabled,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_foundry_molten_iron,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_foundry_molten_iron_circuit_enabled,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_infinity_chest,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_iron_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_steel_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_turbo_underground_belt,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_transport_belt_to_turbo_underground_belt_circuit_enabled,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt,2,96,72,30,83,62,48,96,0,26,0,608,2,2,0,0,0,0,32,0,130,0,4,4,4,54,58,2,23,23,23,164,12,56,65,50,1651,51,4,4,4,96,32,0,0,0,2,2,0
inserter_all_from_turbo_underground_belt_circuit_enabled,0,8,0,0,78,62,0,93,0,26,0,608,2,2,0,0,0,0,32,0,126,0,4,4,4,49,56,0,23,23,23,164,12,56,65,50,1416,51,4,4,4,94,32,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_assembling_machine_3_chemical_science_pack,2,40,66,0,64,36,24,52,0,24,0,280,0,0,0,0,0,0,32,0,96,0,0,0,0,26,28,0,0,0,0,104,0,44,52,0,48,0,0,0,0,52,32,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_assembling_machine_3_chemical_science_pack_circuit_enabled,0,0,0,0,60,36,0,49,0,24,0,280,0,0,0,0,0,0,32,0,96,0,0,0,0,25,28,0,0,0,0,104,0,44,52,0,48,0,0,0,0,50,32,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_assembling_machine_3_engine_unit,0,40,0,0,12,24,0,24,0,0,0,280,0,0,0,0,0,0,0,0,14,0,0,0,0,26,28,0,0,0,0,50,0,0,0,44,40,44,0,0,0,24,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_assembling_machine_3_engine_unit_circuit_enabled,0,0,0,0,12,24,0,24,0,0,0,280,0,0,0,0,0,0,0,0,14,0,0,0,0,24,28,0,0,0,0,50,0,0,0,44,0,44,0,0,0,24,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_assembling_machine_3_iron_gear_wheel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_assembling_machine_3_pipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_cargo_wagon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_chemical_plant_plastic_bar,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_chemical_plant_plastic_bar_circuit_enabled,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_cryogenic_plant_plastic_bar,0,8,6,30,1,0,24,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,10,4,4,13,0,0,1,4,4,4,0,0,0,0,0,2,2,0
inserter_all_from_turbo_underground_belt_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,10,4,4,13,0,0,1,4,4,4,0,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_electromagnetic_plant_advanced_circuit,0,8,0,0,6,0,0,10,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,8,0,6,0,6,0,0,0,10,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,8,0,0,6,0,0,10,0,0,0,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,8,0,6,0,6,0,0,0,10,0,0,0,0,0,0,0
inserter_all_from_turbo_underground_belt_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0
