entity,00_baseline,01_undertow,02_swiftdeath007,03_swiftdeath007,04_swiftdeath007,05_derantrix,06_imp,07_osboz,08_lady_meyneth,09_jobo,10_ztirom22,11_theflyingcurryfish154,12_phlap,13_phlap,14_abucnasty_Stage_1,14_abucnasty_Stage_2,14_abucnasty_Stage_3,14_abucnasty,17_henryjk,18_lady_meyneth,19_werezwolf,20_toda1,21_syvkal_STAGE_0,21_syvkal_STAGE_1,21_syvkal,22_mcmayhem57,23_mcmayhem57,24_mcmayhem57,25_ashtroboy_1,25_ashtroboy_Paste_after_sulfur_rounds_corner_and_imediatly_after_lamp_blinks,25_ashtroboy,26_mrcooki4,27_geist,28_geist,29_geist,30_reja,31_minebuilder,32_reja,33_syvkal_STAGE_0,33_syvkal_STAGE_1,33_syvkal,34_osboz,35_henryjk
burner-inserter_from_turbo-underground-belt_to_assembling-machine-3_iron-gear-wheel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
burner-inserter_from_turbo-underground-belt_to_assembling-machine-3_pipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
burner-inserter_from_turbo-underground-belt_to_electromagnetic-plant_copper-cable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
burner-inserter_from_turbo-underground-belt_to_electromagnetic-plant_copper-cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
burner-inserter_from_turbo-underground-belt_to_electromagnetic-plant_electronic-circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
burner-inserter_from_turbo-underground-belt_to_electromagnetic-plant_electronic-circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
burner-inserter_from_turbo-underground-belt_to_stone-furnace_undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0
burner-inserter_from_turbo-underground-belt_to_stone-furnace_undefined_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0
burner-inserter_from_turbo-underground-belt_to_transport-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
burner-inserter_from_turbo-underground-belt_to_transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
burner-inserter_from_turbo-underground-belt_to_turbo-transport-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
burner-inserter_from_turbo-underground-belt_to_turbo-transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
burner-inserter_from_turbo-underground-belt_to_turbo-underground-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
burner-inserter_to_assembling-machine-3_chemical-science-pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0
burner-inserter_to_assembling-machine-3_chemical-science-pack_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0
burner-inserter_to_assembling-machine-3_engine-unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
burner-inserter_to_assembling-machine-3_iron-gear-wheel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
burner-inserter_to_assembling-machine-3_pipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
burner-inserter_to_belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0
burner-inserter_to_belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0
burner-inserter_to_building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0
burner-inserter_to_building_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,0,0,0,0,0,0
burner-inserter_to_chemical-plant_plastic-bar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
burner-inserter_to_chemical-plant_plastic-bar_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
burner-inserter_to_chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
burner-inserter_to_chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
burner-inserter_to_electromagnetic-plant_advanced-circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0
burner-inserter_to_electromagnetic-plant_advanced-circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0
burner-inserter_to_electromagnetic-plant_copper-cable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
burner-inserter_to_electromagnetic-plant_copper-cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
burner-inserter_to_electromagnetic-plant_electronic-circuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0
burner-inserter_to_electromagnetic-plant_electronic-circuit_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
burner-inserter_to_express-transport-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
burner-inserter_to_express-transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
burner-inserter_to_express-underground-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
burner-inserter_to_express-underground-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
burner-inserter_to_fast-transport-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
burner-inserter_to_fast-transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
burner-inserter_to_steel-chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
burner-inserter_to_steel-chest_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
burner-inserter_to_stone-furnace_undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0
burner-inserter_to_stone-furnace_undefined_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0
burner-inserter_to_transport-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
burner-inserter_to_transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
burner-inserter_to_turbo-transport-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0
burner-inserter_to_turbo-transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0
burner-inserter_to_turbo-underground-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,0,0,0,0,0,0
burner-inserter_to_turbo-underground-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0
cargo-wagon,0,0,0,60,0,6,0,0,4,2,8,0,0,0,0,0,0,0,0,4,0,69,24,24,24,2,2,2,0,0,0,0,0,0,0,0,0,0,24,24,24,0,0
chemical-plant,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,24,24,24,0,0,0,0,0,19,0,0,0,0,0,16
chemical-plant_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chemical-plant_heavy-oil-cracking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chemical-plant_light-oil-cracking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chemical-plant_plastic-bar,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,16,0,0,0,0,0,16
chemical-plant_sulfur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
constant-combinator,5,0,0,1,3,6,0,8,0,65,10,5,0,1,24,24,23,23,5,0,2,5,3,3,3,1,0,38,75,75,75,7,59,31,137,5,0,6,2,2,3,8,6
cryogenic-plant,2,10,7,60,4,2,25,2,5,3,3,2,3,3,3,3,3,3,1,5,2,46,5,5,5,2,2,2,1,1,1,6,5,5,40,2,0,2,5,5,5,2,1
cryogenic-plant_circuit_enabled,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,26,0,0,0,5,5,5,0,0
cryogenic-plant_plastic-bar,1,8,6,30,3,0,24,1,4,2,2,1,2,2,2,2,2,2,0,4,1,23,4,4,4,1,1,1,0,0,0,5,4,4,14,1,0,1,4,4,4,1,0
cryogenic-plant_sulfur,1,2,1,30,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,1,1,1,1,1,1,1,1,1,1,1,1,26,1,0,1,1,1,1,1,1
decider-combinator,0,0,3,1,6,22,0,15,11,24,9,114,12,16,23,23,23,19,14,12,3,21,7,9,12,9,9,7,23,22,22,23,20,27,28,11,0,10,7,9,12,14,14
display-panel,0,0,0,0,0,8,0,0,0,1,0,0,0,0,4,4,3,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ee-infinity-loader,1,0,0,0,0,0,4,5,1,2,0,0,2,2,1,1,1,1,3,1,0,2,0,0,0,2,2,2,7,7,3,4,0,0,0,2,0,2,0,0,0,5,3
ee-infinity-pipe,4,0,0,0,0,0,4,2,0,4,0,0,0,0,4,4,4,4,0,0,0,4,0,0,0,0,0,0,4,4,4,2,0,0,0,0,0,0,0,0,0,2,0
electric-energy-interface,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
electromagnetic-plant,8,10,12,0,6,10,48,20,6,8,8,64,5,5,6,6,6,6,32,6,10,46,9,9,9,9,9,9,0,48,48,20,9,9,27,5,48,5,9,9,9,20,32
electromagnetic-plant_advanced-circuit,6,8,6,0,6,8,24,10,4,6,4,32,4,4,4,4,4,4,16,4,8,23,8,8,8,6,6,6,0,24,24,10,8,8,26,4,24,4,8,8,8,10,16
electromagnetic-plant_circuit_enabled,6,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,26,0,0,0,0,0,0,5,1
electromagnetic-plant_copper-cable,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0
electromagnetic-plant_electronic-circuit,2,2,6,0,0,2,24,5,2,2,4,16,1,1,2,2,2,2,16,2,2,23,1,1,1,1,1,1,0,24,24,10,1,1,1,1,12,1,1,1,1,5,16
express-splitter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
express-transport-belt,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
express-transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
express-underground-belt,0,0,0,0,0,60,0,0,0,0,11,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,54,0,0,0,100,0,0,0,0,446,0,0,0,0,0,0
fast-transport-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
foundry,7,24,40,150,29,10,78,8,38,16,11,42,24,16,10,10,10,10,23,38,17,115,54,54,54,23,18,5,41,41,41,21,9,18,25,5,0,5,54,54,54,8,23
foundry_casting-copper,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
foundry_casting-copper-cable,1,6,6,30,9,2,24,0,2,2,4,0,5,5,4,4,4,4,10,2,0,23,5,5,5,0,0,0,24,24,24,6,5,5,15,1,0,1,5,5,5,0,10
foundry_casting-iron,2,2,6,30,6,2,6,1,2,2,4,2,1,1,1,1,1,1,5,2,1,23,1,1,1,1,1,1,12,12,12,10,1,1,1,1,0,1,1,1,1,1,5
foundry_casting-iron-gear-wheel,1,2,7,30,7,2,12,1,12,0,1,1,1,0,0,0,0,0,0,12,7,23,24,24,24,13,8,1,0,0,0,1,1,0,0,1,0,1,24,24,24,1,0
foundry_casting-pipe,2,12,14,30,1,2,12,1,11,0,1,36,6,0,0,0,0,0,0,11,7,23,12,12,12,7,7,1,0,0,0,1,1,0,0,1,0,1,12,12,12,1,0
foundry_casting-steel,1,2,7,30,6,2,24,1,11,0,1,1,11,0,0,0,0,0,0,11,1,23,12,12,12,1,1,1,0,0,0,1,1,0,0,1,0,1,12,12,12,1,0
foundry_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,0
foundry_molten-copper,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
foundry_molten-iron,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
foundry_set_recipe,0,0,0,0,0,0,0,0,0,12,0,0,0,10,5,5,5,5,8,0,0,0,0,0,0,0,0,0,5,5,5,0,0,12,9,0,0,0,0,0,0,0,8
infinity-chest,1,10,6,12,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,6,6,6,0,0,0,0,0,0,0,2,2,2,0,10,0,6,6,6,0,0
infinity-pipe,0,0,4,4,4,0,0,0,4,0,0,0,4,4,0,0,0,0,4,4,4,0,7,7,7,4,4,4,0,0,0,0,0,0,0,4,2,5,7,7,7,0,4
iron-chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
medium-electric-pole,22,58,56,98,39,34,0,0,86,2,15,32,44,30,34,34,34,34,137,98,0,0,73,73,73,35,34,26,0,0,0,0,48,112,99,26,135,26,73,73,73,0,137
oil-refinery,4,2,3,3,3,2,2,4,1,1,2,7,1,1,2,2,2,2,1,1,5,1,2,2,2,1,1,1,2,2,2,2,4,4,4,1,1,2,2,2,2,4,1
oil-refinery_advanced-oil-processing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oil-refinery_basic-oil-processing,4,2,3,3,3,2,2,4,1,1,2,7,1,1,2,2,2,2,1,1,5,0,2,2,2,1,1,1,2,2,2,2,4,4,4,1,1,2,2,2,2,4,1
oil-refinery_circuit_enabled,4,0,0,0,0,0,0,0,1,1,0,7,1,1,2,2,2,2,1,1,5,1,2,2,2,0,0,0,2,2,2,0,4,4,4,1,0,2,2,2,2,0,1
pipe,154,103,81,883,118,276,208,72,322,177,39,101,187,214,268,268,268,268,131,324,49,803,61,61,61,280,413,187,164,164,164,217,396,235,378,23,116,31,61,61,61,72,131
pipe-to-ground,77,220,177,1372,239,46,447,130,156,108,66,372,96,74,118,118,118,118,210,156,140,964,216,216,216,119,127,68,386,386,386,160,109,217,694,52,86,52,216,216,216,126,210
pump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
selector-combinator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0
small-lamp,0,0,0,0,0,6,0,0,0,0,64,0,0,0,3,3,2,2,0,0,0,0,0,0,0,108,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
small-lamp_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter,147,288,193,552,209,282,314,398,157,154,147,1226,163,125,129,129,129,129,300,157,255,370,300,300,300,203,215,151,332,332,332,378,229,276,362,149,0,149,300,300,300,398,300
stack-inserter_chest_to_chest,0,0,0,60,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_chest_to_chest_circuit_enabled,0,0,0,60,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_circuit_enabled,0,34,88,510,192,282,0,349,124,128,116,1214,136,80,118,118,118,118,288,124,236,184,144,144,168,170,186,71,328,332,332,372,222,275,361,130,0,130,144,144,168,353,288
stack-inserter_circuit_set_filters,0,0,0,0,0,0,0,0,22,24,0,0,22,42,42,42,42,20,0,22,0,0,72,72,48,0,0,38,0,0,0,0,88,48,36,0,0,0,72,72,48,0,0
stack-inserter_direct_insertion,2,112,72,240,48,50,240,25,96,4,4,384,82,16,20,20,20,20,208,96,38,115,76,76,76,84,90,32,20,188,188,102,64,66,160,28,0,28,76,76,76,25,208
stack-inserter_direct_insertion_circuit_enabled,0,18,43,240,48,50,0,20,94,4,0,384,82,16,20,20,20,20,208,94,38,69,76,76,76,77,84,25,20,188,188,102,63,65,159,28,0,28,76,76,76,20,208
stack-inserter_from_assembling-machine-3_advanced-circuit,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_advanced-circuit_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_advanced-circuit_to_cargo-wagon,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_advanced-circuit_to_cargo-wagon_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_chemical-science-pack,24,44,22,30,22,48,24,52,22,24,21,144,22,22,22,22,22,22,32,22,32,23,48,48,48,26,28,26,0,48,48,52,44,46,52,22,0,22,48,48,48,52,32
stack-inserter_from_assembling-machine-3_chemical-science-pack_circuit_enabled,0,0,22,30,22,48,0,51,0,22,21,144,0,0,22,22,22,22,32,0,32,23,0,0,0,25,28,12,0,48,48,52,44,46,52,22,0,22,0,0,0,52,32
stack-inserter_from_assembling-machine-3_chemical-science-pack_circuit_set_filters,0,0,0,0,0,0,0,0,22,0,0,0,22,22,0,0,0,0,0,22,0,0,48,48,48,0,0,12,0,0,0,0,0,0,0,0,0,0,48,48,48,0,0
stack-inserter_from_assembling-machine-3_chemical-science-pack_to_cargo-wagon,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_chemical-science-pack_to_cargo-wagon_circuit_enabled,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_chemical-science-pack_to_turbo-transport-belt,24,44,22,0,22,48,0,52,0,24,0,144,20,22,22,22,22,22,0,0,32,23,48,48,48,26,28,26,0,0,0,52,44,46,50,22,0,22,48,48,48,52,0
stack-inserter_from_assembling-machine-3_chemical-science-pack_to_turbo-transport-belt_circuit_enabled,0,0,22,0,22,48,0,51,0,22,0,144,0,0,22,22,22,22,0,0,32,23,0,0,0,25,28,12,0,0,0,52,44,46,50,22,0,22,0,0,0,52,0
stack-inserter_from_assembling-machine-3_chemical-science-pack_to_turbo-transport-belt_circuit_set_filters,0,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,0,0,0,0,0,0,48,48,48,0,0,12,0,0,0,0,0,0,0,0,0,0,48,48,48,0,0
stack-inserter_from_assembling-machine-3_chemical-science-pack_to_turbo-underground-belt,0,0,0,0,0,0,24,0,22,0,21,0,2,0,0,0,0,0,32,22,0,0,0,0,0,0,0,0,0,48,48,0,0,0,2,0,0,0,0,0,0,0,32
stack-inserter_from_assembling-machine-3_chemical-science-pack_to_turbo-underground-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,2,0,0,0,0,0,0,0,32
stack-inserter_from_assembling-machine-3_chemical-science-pack_to_turbo-underground-belt_circuit_set_filters,0,0,0,0,0,0,0,0,22,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_copper-cable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_copper-cable_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_copper-cable_to_turbo-transport-belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack-inserter_from_assembling-machine-3_copper-cable_to_turbo-transport-belt_circuit_enabled,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
