save_name,run_index,execution_time_ms,avg_ms,min_ms,max_ms,effective_ups,percentage_improvement,ticks,factorio_version,platform
03_swiftdeath007,0,60109.908,3.339,1.55,24.188,299.4514648067669,0,18000,2.0.66,windows-x86_64
03_swiftdeath007,1,60500.885,3.361,1.585,20.044,297.5163090589501,0,18000,2.0.66,windows-x86_64
03_swiftdeath007,2,60396.492,3.355,1.571,23.777,298.03055448982036,0,18000,2.0.66,windows-x86_64
03_swiftdeath007,3,60549.33,3.364,1.58,26.859,297.27826880991086,0,18000,2.0.66,windows-x86_64
03_swiftdeath007,4,60418.697,3.357,1.558,20.051,297.92102269269395,0,18000,2.0.66,windows-x86_64
31_minebuilder,0,49633.585,2.757,1.953,7.801,362.65766416026565,29.470915902236722,18000,2.0.66,windows-x86_64
31_minebuilder,1,45959.985,2.553,1.952,6.997,391.64503643767506,29.470915902236722,18000,2.0.66,windows-x86_64
31_minebuilder,2,45540.099,2.53,1.888,7.465,395.256057743748,29.470915902236722,18000,2.0.66,windows-x86_64
31_minebuilder,3,46106.324,2.561,1.972,7.101,390.4019760933446,29.470915902236722,18000,2.0.66,windows-x86_64
31_minebuilder,4,46223.564,2.568,1.984,8.111,389.4117727486353,29.470915902236722,18000,2.0.66,windows-x86_64
16_yuu_with_ships,0,43788.414,2.433,1.588,6.935,411.06763994695035,43.45877951828717,18000,2.0.66,windows-x86_64
16_yuu_with_ships,1,41637.947,2.313,1.57,6.53,432.2979708869892,43.45877951828717,18000,2.0.66,windows-x86_64
16_yuu_with_ships,2,41697.501,2.317,1.596,6.154,431.68054603560057,43.45877951828717,18000,2.0.66,windows-x86_64
16_yuu_with_ships,3,41540.034,2.308,1.6,6.19,433.3169298802211,43.45877951828717,18000,2.0.66,windows-x86_64
16_yuu_with_ships,4,41913.468,2.329,1.583,6.577,429.45623110929404,43.45877951828717,18000,2.0.66,windows-x86_64
15_yuu,0,44232.694,2.457,1.367,7.723,406.9388131774203,45.12016429195314,18000,2.0.66,windows-x86_64
15_yuu,1,40971.295,2.276,1.343,6,439.33197620431577,45.12016429195314,18000,2.0.66,windows-x86_64
