design,29_the_end,28_erichteia,27_theflyingcurryfish154,19_akaravortex,11_thaeln,10_thaeln,07_rydberg,06_mulain,02_geist
inserter_all_from_underground_input_circuit_enabled,0,0,35,24,0,0,32,48,0
inserter_all_from_underground_input_circuit_set_filters,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_assembling_machine_3_electric_furnace,0,0,0,8,0,0,0,8,0
inserter_all_from_underground_input_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,8,0,0,0,8,0
inserter_all_from_underground_input_to_assembling_machine_3_production_science_pack,0,0,32,16,0,0,32,32,0
inserter_all_from_underground_input_to_assembling_machine_3_production_science_pack_circuit_enabled,0,0,32,16,0,0,32,32,0
inserter_all_from_underground_input_to_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_assembling_machine_3_rail,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_assembling_machine_3_rail_circuit_enabled,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_chemical_plant_plastic_bar,0,0,0,0,2,2,0,0,8
inserter_all_from_underground_input_to_cryogenic_plant_plastic_bar,0,0,3,8,0,6,8,8,4
inserter_all_from_underground_input_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,3,0,0,0,0,0,0
inserter_all_from_underground_input_to_electric_furnace,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_input_to_electromagnetic_plant_productivity_module,0,0,0,0,0,0,0,8,0
inserter_all_from_underground_input_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,0,0,8,0
inserter_all_from_underground_output,18,0,36,44,10,8,32,56,12
inserter_all_from_underground_output_circuit_enabled,18,0,36,32,0,0,24,48,0
inserter_all_from_underground_output_circuit_set_filters,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_assembling_machine_3_electric_furnace,18,0,0,16,0,0,0,8,0
inserter_all_from_underground_output_to_assembling_machine_3_electric_furnace_circuit_enabled,18,0,0,16,0,0,0,8,0
inserter_all_from_underground_output_to_assembling_machine_3_production_science_pack,0,0,32,16,0,0,24,32,0
inserter_all_from_underground_output_to_assembling_machine_3_production_science_pack_circuit_enabled,0,0,32,16,0,0,24,32,0
inserter_all_from_underground_output_to_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_assembling_machine_3_rail,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_assembling_machine_3_rail_circuit_enabled,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_chemical_plant_plastic_bar,0,0,0,0,2,2,0,0,8
inserter_all_from_underground_output_to_cryogenic_plant_plastic_bar,0,0,4,12,8,6,8,8,4
inserter_all_from_underground_output_to_cryogenic_plant_plastic_bar_circuit_enabled,0,0,4,0,0,0,0,0,0
inserter_all_from_underground_output_to_electric_furnace,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0
inserter_all_from_underground_output_to_electromagnetic_plant_productivity_module,0,0,0,0,0,0,0,8,0
inserter_all_from_underground_output_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,0,0,8,0
inserter_all_from_wooden_chest,42,0,0,0,0,0,0,0,0
inserter_all_from_wooden_chest_circuit_enabled,42,0,0,0,0,0,0,0,0
inserter_all_from_wooden_chest_to_assembling_machine_3_electric_furnace,0,0,0,0,0,0,0,0,0
inserter_all_from_wooden_chest_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,0,0
inserter_all_from_wooden_chest_to_electromagnetic_plant_advanced_circuit,30,0,0,0,0,0,0,0,0
inserter_all_from_wooden_chest_to_electromagnetic_plant_advanced_circuit_circuit_enabled,30,0,0,0,0,0,0,0,0
inserter_all_from_wooden_chest_to_electromagnetic_plant_productivity_module,12,0,0,0,0,0,0,0,0
inserter_all_from_wooden_chest_to_electromagnetic_plant_productivity_module_circuit_enabled,12,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_electric_furnace,72,80,100,84,80,80,64,80,96
inserter_all_to_assembling_machine_3_electric_furnace_circuit_enabled,54,80,100,84,80,80,64,80,96
inserter_all_to_assembling_machine_3_production_science_pack,112,168,128,112,112,112,128,128,112
inserter_all_to_assembling_machine_3_production_science_pack_circuit_enabled,56,112,128,56,56,56,128,128,112
inserter_all_to_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0
inserter_all_to_assembling_machine_3_rail,56,112,64,64,56,56,64,64,56
inserter_all_to_assembling_machine_3_rail_circuit_enabled,0,112,64,64,40,48,64,60,56
inserter_all_to_assembling_machine_3_rail_circuit_set_filters,0,0,0,0,0,0,0,0,0
inserter_all_to_belt,105,89,99,121,109,109,177,129,93
inserter_all_to_belt_circuit_enabled,104,88,98,120,108,104,176,128,92
inserter_all_to_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0
inserter_all_to_building,462,640,627,524,465,465,464,490,536
inserter_all_to_building_circuit_enabled,240,456,619,356,296,304,384,420,492
inserter_all_to_building_circuit_set_filters,0,0,0,0,0,0,0,0,0
inserter_all_to_car,0,0,0,0,0,0,0,0,0
inserter_all_to_car_circuit_enabled,0,0,0,0,0,0,0,0,0
inserter_all_to_cargo_wagon,0,0,0,0,0,0,64,64,0
inserter_all_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,64,64,0
inserter_all_to_chemical_plant_plastic_bar,0,16,20,0,12,12,0,0,24
inserter_all_to_chemical_plant_plastic_bar_circuit_enabled,0,0,20,0,0,0,0,0,0
inserter_all_to_chest,42,80,48,0,36,36,32,32,36
inserter_all_to_chest_circuit_enabled,12,40,48,0,12,12,32,32,12
inserter_all_to_cryogenic_plant_plastic_bar,16,24,7,24,12,12,16,16,8
inserter_all_to_cryogenic_plant_plastic_bar_circuit_enabled,16,0,7,0,0,0,0,0,0
inserter_all_to_electric_furnace,0,0,0,0,0,0,0,0,0
inserter_all_to_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,0,0
inserter_all_to_electromagnetic_plant_advanced_circuit,90,144,136,120,96,96,96,96,108
inserter_all_to_electromagnetic_plant_advanced_circuit_circuit_enabled,90,120,136,120,96,96,96,96,108
inserter_all_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0
inserter_all_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0
inserter_all_to_electromagnetic_plant_electronic_circuit,84,56,136,80,64,64,56,64,96
inserter_all_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,136,0,0,0,0,24,96
inserter_all_to_electromagnetic_plant_productivity_module,24,32,28,32,24,24,32,32,24
inserter_all_to_electromagnetic_plant_productivity_module_circuit_enabled,24,32,28,32,24,24,32,32,24
inserter_all_to_foundry_molten_copper,2,2,2,2,2,2,2,2,2
inserter_all_to_foundry_molten_iron,6,6,6,6,7,7,6,8,10
inserter_all_to_steel_chest,0,80,48,0,36,36,0,0,36
inserter_all_to_steel_chest_circuit_enabled,0,40,48,0,12,12,0,0,12
inserter_all_to_turbo_splitter,0,0,0,0,0,0,0,0,0
inserter_all_to_turbo_transport_belt,83,65,99,73,109,109,177,97,61
inserter_all_to_turbo_transport_belt_circuit_enabled,82,64,98,72,108,104,176,96,60
inserter_all_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0
inserter_all_to_underground_input,0,24,0,24,0,0,0,32,32
inserter_all_to_underground_input_circuit_enabled,0,24,0,24,0,0,0,32,32
inserter_all_to_underground_output,22,0,0,24,0,0,0,0,0
inserter_all_to_underground_output_circuit_enabled,22,0,0,24,0,0,0,0,0
inserter_all_to_wooden_chest,42,0,0,0,0,0,0,0,0
inserter_all_to_wooden_chest_circuit_enabled,12,0,0,0,0,0,0,0,0
inserter_all_unknown,0,0,0,0,0,0,0,0,0
locomotive,0,0,0,0,0,0,0,0,0
medium_electric_pole,108,100,44,597,110,105,159,126,124
oil_refinery,4,3,6,4,4,4,4,4,8
oil_refinery_circuit_enabled,0,3,6,0,0,0,4,4,8
pipe,534,3551,1339,911,816,784,951,1574,1379
pipe_to_ground,708,482,821,700,526,512,538,512,1135
pump,0,0,0,0,0,0,0,0,16
pumpjack,0,0,0,0,0,0,0,0,0
radar,0,0,0,0,0,0,0,0,0
rail_chain_signal,0,0,0,0,0,0,0,0,0
rail_signal,0,0,0,0,0,0,0,0,0
recipe_advanced_circuit,30,48,34,40,32,32,32,32,36
recipe_basic_oil_processing,4,3,6,4,4,4,4,4,8
recipe_casting_copper,0,0,0,0,0,0,0,0,0
recipe_casting_copper_cable,44,52,54,20,26,26,40,40,26
recipe_casting_iron,22,20,34,16,12,12,12,16,24
recipe_casting_iron_stick,16,56,16,16,14,16,16,16,14
recipe_casting_steel,26,64,36,28,22,24,24,24,26
recipe_copper_cable,0,0,0,0,0,0,0,0,0
recipe_electric_furnace,18,16,20,20,20,20,16,16,24
recipe_electronic_circuit,42,24,34,40,32,32,24,24,48
recipe_molten_copper,2,2,2,2,2,2,2,2,2
recipe_molten_iron,6,6,6,6,7,7,6,8,10
recipe_plastic_bar,16,40,27,24,24,24,16,16,32
recipe_production_science_pack,56,56,64,56,56,56,64,64,56
recipe_productivity_module,12,16,14,16,12,12,16,16,12
recipe_rail,28,56,32,32,28,28,32,32,28
small_lamp,0,516,0,0,0,0,0,0,0
small_lamp_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter,609,809,774,645,610,610,673,651,665
stack_inserter_chest_to_chest,0,24,0,0,12,12,0,0,0
stack_inserter_circuit_enabled,356,584,765,476,416,420,592,580,596
stack_inserter_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_direct_insertion,322,432,480,412,332,332,280,336,400
stack_inserter_direct_insertion_circuit_enabled,108,304,480,276,196,204,224,292,400
stack_inserter_direct_insertion_percent,52.87356321839081,53.399258343634116,62.01550387596899,63.87596899224807,54.42622950819672,54.42622950819672,41.60475482912333,51.61290322580645,60.150375939849624
stack_inserter_from_assembling_machine_3_electric_furnace,18,16,20,24,20,20,16,16,24
stack_inserter_from_assembling_machine_3_electric_furnace_circuit_enabled,18,16,20,24,20,20,16,16,24
stack_inserter_from_assembling_machine_3_electric_furnace_to_turbo_transport_belt,0,0,20,24,20,20,16,0,16
stack_inserter_from_assembling_machine_3_electric_furnace_to_turbo_transport_belt_circuit_enabled,0,0,20,24,20,20,16,0,16
stack_inserter_from_assembling_machine_3_electric_furnace_to_underground_input,0,16,0,0,0,0,0,16,8
stack_inserter_from_assembling_machine_3_electric_furnace_to_underground_input_circuit_enabled,0,16,0,0,0,0,0,16,8
stack_inserter_from_assembling_machine_3_electric_furnace_to_underground_output,18,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_electric_furnace_to_underground_output_circuit_enabled,18,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_production_science_pack,56,56,64,56,56,56,64,64,56
stack_inserter_from_assembling_machine_3_production_science_pack_circuit_enabled,56,56,64,56,56,52,64,64,56
stack_inserter_from_assembling_machine_3_production_science_pack_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt,52,48,64,8,56,56,64,64,32
stack_inserter_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt_circuit_enabled,52,48,64,8,56,52,64,64,32
stack_inserter_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_production_science_pack_to_underground_input,0,8,0,24,0,0,0,0,24
stack_inserter_from_assembling_machine_3_production_science_pack_to_underground_input_circuit_enabled,0,8,0,24,0,0,0,0,24
stack_inserter_from_assembling_machine_3_production_science_pack_to_underground_output,4,0,0,24,0,0,0,0,0
stack_inserter_from_assembling_machine_3_production_science_pack_to_underground_output_circuit_enabled,4,0,0,24,0,0,0,0,0
stack_inserter_from_assembling_machine_3_rail,56,56,64,56,56,56,64,64,56
stack_inserter_from_assembling_machine_3_rail_circuit_enabled,0,0,64,0,0,0,64,64,56
stack_inserter_from_assembling_machine_3_rail_to_assembling_machine_3_production_science_pack,56,56,64,56,56,56,64,64,56
stack_inserter_from_assembling_machine_3_rail_to_assembling_machine_3_production_science_pack_circuit_enabled,0,0,64,0,0,0,64,64,56
stack_inserter_from_assembling_machine_3_rail_to_steel_chest,0,0,0,0,0,0,0,0,0
stack_inserter_from_assembling_machine_3_rail_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_belt,98,160,99,112,109,109,152,122,100
stack_inserter_from_belt_circuit_enabled,90,112,91,80,76,76,128,96,56
stack_inserter_from_belt_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_from_building,468,576,626,532,464,464,488,496,528
stack_inserter_from_building_circuit_enabled,224,432,626,396,316,320,432,452,504
stack_inserter_from_building_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_from_car,0,0,0,0,0,0,0,0,0
stack_inserter_from_car_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_car_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0
stack_inserter_from_car_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon,0,0,0,0,0,0,64,64,0
stack_inserter_from_cargo_wagon_circuit_enabled,0,0,0,0,0,0,64,64,0
stack_inserter_from_cargo_wagon_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_rail,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_assembling_machine_3_rail_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_cryogenic_plant_plastic_bar,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_electric_furnace,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,32,32,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,0,0,0,0,0,32,32,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_productivity_module,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_cargo_wagon_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar,0,16,20,0,12,12,0,0,24
stack_inserter_from_chemical_plant_plastic_bar_circuit_enabled,0,16,20,0,12,12,0,0,24
stack_inserter_from_chemical_plant_plastic_bar_to_cargo_wagon,0,0,0,0,0,0,0,0,0
stack_inserter_from_chemical_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit,0,16,20,0,12,12,0,0,24
stack_inserter_from_chemical_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,16,20,0,12,12,0,0,24
stack_inserter_from_chest,43,73,49,1,37,37,33,33,37
stack_inserter_from_chest_circuit_enabled,42,40,48,0,24,24,32,32,36
stack_inserter_from_chest_circuit_set_filters,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar,30,32,14,40,20,20,32,32,12
stack_inserter_from_cryogenic_plant_plastic_bar_circuit_enabled,0,24,14,40,20,20,32,32,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_cargo_wagon,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit,0,32,14,40,20,20,32,32,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0,24,14,40,20,20,32,32,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_steel_chest,0,0,0,0,0,0,0,0,12
stack_inserter_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_underground_input,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_underground_input_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_cryogenic_plant_plastic_bar_to_wooden_chest,30,0,0,0,0,0,0,0,0
stack_inserter_from_electric_furnace,36,48,40,40,40,40,48,48,48
stack_inserter_from_electric_furnace_circuit_enabled,36,48,40,40,40,40,48,48,48
stack_inserter_from_electric_furnace_to_assembling_machine_3_electric_furnace,36,48,40,40,40,40,0,48,48
stack_inserter_from_electric_furnace_to_assembling_machine_3_electric_furnace_circuit_enabled,36,48,40,40,40,40,0,48,48
stack_inserter_from_electric_furnace_to_steel_chest,0,0,0,0,0,0,0,0,0
stack_inserter_from_electric_furnace_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_electric_furnace_to_turbo_transport_belt,0,0,0,0,0,0,48,0,0
stack_inserter_from_electric_furnace_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,48,0,0
stack_inserter_from_electric_furnace_to_underground_input,0,0,0,0,0,0,0,0,0
stack_inserter_from_electric_furnace_to_underground_input_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_electric_furnace_to_underground_output,0,0,0,0,0,0,0,0,0
stack_inserter_from_electric_furnace_to_underground_output_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_electric_furnace_to_wooden_chest,0,0,0,0,0,0,0,0,0
stack_inserter_from_electric_furnace_to_wooden_chest_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit,30,48,34,40,32,32,32,32,36
stack_inserter_from_electromagnetic_plant_advanced_circuit_circuit_enabled,30,40,34,40,32,32,32,32,36
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_electric_furnace,0,0,0,0,0,0,0,0,24
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_assembling_machine_3_electric_furnace_circuit_enabled,0,0,0,0,0,0,0,0,24
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_electromagnetic_plant_productivity_module,0,0,0,16,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_electromagnetic_plant_productivity_module_circuit_enabled,0,0,0,16,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_steel_chest,0,48,34,0,12,12,0,0,12
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_steel_chest_circuit_enabled,0,40,34,0,12,12,0,0,12
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt,18,0,0,24,20,20,32,32,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_turbo_transport_belt_circuit_enabled,18,0,0,24,20,20,32,32,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_underground_input,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_underground_input_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_underground_output,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_underground_output_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_wooden_chest,12,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_advanced_circuit_to_wooden_chest_circuit_enabled,12,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_cargo_wagon,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_advanced_circuit,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_copper_cable_to_electromagnetic_plant_electronic_circuit,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit,42,56,48,56,44,44,48,48,48
stack_inserter_from_electromagnetic_plant_electronic_circuit_circuit_enabled,42,48,48,56,32,32,48,48,48
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_car,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_car_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon,0,0,0,0,0,0,32,32,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,32,32,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit,30,32,34,40,20,20,0,0,36
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit_circuit_enabled,30,32,34,40,20,20,0,0,36
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_productivity_module,12,16,0,16,12,12,16,16,12
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_productivity_module_circuit_enabled,12,16,0,16,12,12,16,16,12
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_steel_chest,0,8,14,0,12,12,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_steel_chest_circuit_enabled,0,0,14,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_underground_input,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_electronic_circuit_to_underground_input_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_electromagnetic_plant_productivity_module,12,16,14,16,12,12,16,16,12
stack_inserter_from_electromagnetic_plant_productivity_module_circuit_enabled,12,16,14,16,12,12,16,16,12
stack_inserter_from_electromagnetic_plant_productivity_module_to_turbo_transport_belt,12,16,14,16,12,12,16,0,12
stack_inserter_from_electromagnetic_plant_productivity_module_to_turbo_transport_belt_circuit_enabled,12,16,14,16,12,12,16,0,12
stack_inserter_from_electromagnetic_plant_productivity_module_to_underground_input,0,0,0,0,0,0,0,16,0
stack_inserter_from_electromagnetic_plant_productivity_module_to_underground_input_circuit_enabled,0,0,0,0,0,0,0,16,0
stack_inserter_from_electromagnetic_plant_productivity_module_to_underground_output,0,0,0,0,0,0,0,0,0
stack_inserter_from_express_transport_belt,0,0,0,0,0,0,0,0,0
stack_inserter_from_express_transport_belt_to_chemical_plant_plastic_bar,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_cable,72,80,170,80,64,64,64,56,84
stack_inserter_from_foundry_casting_copper_cable_circuit_enabled,30,40,170,40,32,32,32,32,72
stack_inserter_from_foundry_casting_copper_cable_to_cargo_wagon,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_cable_to_cargo_wagon_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit,30,48,68,40,32,32,32,32,24
stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit_circuit_enabled,30,40,68,40,32,32,32,32,24
stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit,42,32,102,40,32,32,32,24,48
stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,102,0,0,0,0,0,48
stack_inserter_from_foundry_casting_copper_cable_to_steel_chest,0,0,0,0,0,0,0,0,12
stack_inserter_from_foundry_casting_copper_cable_to_steel_chest_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_cable_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_cable_to_turbo_transport_belt_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_cable_to_underground_input,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_to_electromagnetic_plant_copper_cable,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_copper_to_electromagnetic_plant_copper_cable_circuit_enabled,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_iron,42,24,34,40,32,32,24,40,48
stack_inserter_from_foundry_casting_iron_circuit_enabled,0,0,34,0,0,0,0,24,48
stack_inserter_from_foundry_casting_iron_stick,28,56,32,32,28,28,32,32,28
stack_inserter_from_foundry_casting_iron_stick_circuit_enabled,0,56,32,32,20,24,32,28,28
stack_inserter_from_foundry_casting_iron_stick_to_assembling_machine_3_rail,28,56,32,32,28,28,32,32,28
stack_inserter_from_foundry_casting_iron_stick_to_assembling_machine_3_rail_circuit_enabled,0,56,32,32,20,24,32,28,28
stack_inserter_from_foundry_casting_iron_stick_to_cargo_wagon,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit,42,24,34,40,32,32,24,40,48
stack_inserter_from_foundry_casting_iron_to_electromagnetic_plant_electronic_circuit_circuit_enabled,0,0,34,0,0,0,0,24,48
stack_inserter_from_foundry_casting_iron_to_turbo_transport_belt,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_iron_to_underground_output,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_steel,46,72,72,52,48,48,48,48,52
stack_inserter_from_foundry_casting_steel_circuit_enabled,0,72,72,52,40,44,48,48,52
stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_electric_furnace,18,16,40,20,20,20,16,16,24
stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_electric_furnace_circuit_enabled,0,16,40,20,20,20,16,16,24
stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_rail,28,56,32,32,28,28,32,32,28
stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_rail_circuit_enabled,0,56,32,32,20,24,32,32,28
stack_inserter_from_foundry_casting_steel_to_cargo_wagon,0,0,0,0,0,0,0,0,0
stack_inserter_from_foundry_casting_steel_to_underground_input,0,0,0,0,0,0,0,0,0
