metric,property,correlation,strength,range,impact
electric_network_update,inserter_all_from_electric_furnace,0.6351922216585212,0.6351922216585212,Moderate,increase
electric_network_update,stack_inserter_from_electric_furnace,0.6351922216585212,0.6351922216585212,Moderate,increase
electric_network_update,inserter_all_from_electromagnetic_plant_productivity_module_circuit_enabled,0.6348607194290369,0.6348607194290369,Moderate,increase
electric_network_update,inserter_all_from_electromagnetic_plant_productivity_module_to_turbo_transport_belt_circuit_enabled,0.6348607194290369,0.6348607194290369,Moderate,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_productivity_module_circuit_enabled,0.6348607194290369,0.6348607194290369,Moderate,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_productivity_module_to_turbo_transport_belt_circuit_enabled,0.6348607194290369,0.6348607194290369,Moderate,increase
fluid_flow_update,cryogenic_plant,0.6327197056786384,0.6327197056786384,Moderate,increase
fluid_flow_update,inserter_all_to_cryogenic_plant_plastic_bar,0.6327197056786384,0.6327197056786384,Moderate,increase
fluid_flow_update,stack_inserter_to_cryogenic_plant_plastic_bar,0.6327197056786384,0.6327197056786384,Moderate,increase
fluid_flow_update,inserter_all_from_building,0.630533389386445,0.630533389386445,Moderate,increase
fluid_flow_update,stack_inserter_from_building,0.630533389386445,0.630533389386445,Moderate,increase
control_behavior_update,inserter_all_from_underground_output_to_electromagnetic_plant_productivity_module,-0.6295133067310668,0.6295133067310668,Moderate,decrease
control_behavior_update,stack_inserter_from_underground_output_to_electromagnetic_plant_productivity_module,-0.6295133067310668,0.6295133067310668,Moderate,decrease
entity_update,recipe_casting_copper,0.6291450702860862,0.6291450702860862,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_from_turbo_transport_belt_to_foundry_molten_iron,0.628857881288665,0.628857881288665,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_to_foundry_molten_iron,0.628857881288665,0.628857881288665,Moderate,increase
electric_heat_fluid_circuit_update,recipe_molten_iron,0.628857881288665,0.628857881288665,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_from_turbo_transport_belt_to_foundry_molten_iron,0.628857881288665,0.628857881288665,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_to_foundry_molten_iron,0.628857881288665,0.628857881288665,Moderate,increase
control_behavior_update,inserter_all_direct_insertion_percent,0.6287746770033172,0.6287746770033172,Moderate,increase
control_behavior_update,stack_inserter_direct_insertion_percent,0.6287746770033172,0.6287746770033172,Moderate,increase
fluid_flow_update,inserter_all_from_electromagnetic_plant_advanced_circuit,0.6282445421286708,0.6282445421286708,Moderate,increase
fluid_flow_update,recipe_advanced_circuit,0.6282445421286708,0.6282445421286708,Moderate,increase
fluid_flow_update,stack_inserter_from_electromagnetic_plant_advanced_circuit,0.6282445421286708,0.6282445421286708,Moderate,increase
fluid_flow_update,total_power_poles,0.6281871353476248,0.6281871353476248,Moderate,increase
transport_lines_update,inserter_all_from_electric_furnace_to_assembling_machine_3_electric_furnace_circuit_enabled,-0.6273258753745365,0.6273258753745365,Moderate,decrease
transport_lines_update,stack_inserter_from_electric_furnace_to_assembling_machine_3_electric_furnace_circuit_enabled,-0.6273258753745365,0.6273258753745365,Moderate,decrease
whole_update,recipe_casting_copper,0.6272901835280741,0.6272901835280741,Moderate,increase
electric_network_update,inserter_all_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit,0.626663457374268,0.626663457374268,Moderate,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit,0.626663457374268,0.626663457374268,Moderate,increase
electric_network_update,inserter_all_from_electromagnetic_plant_electronic_circuit_circuit_enabled,0.6259554097435678,0.6259554097435678,Moderate,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_circuit_enabled,0.6259554097435678,0.6259554097435678,Moderate,increase
fluid_flow_update,medium_electric_pole,0.6247990422706523,0.6247990422706523,Moderate,increase
control_behavior_update,electric_furnace,0.6238497365726438,0.6238497365726438,Moderate,increase
control_behavior_update,inserter_all_from_electric_furnace,0.6238497365726438,0.6238497365726438,Moderate,increase
control_behavior_update,stack_inserter_from_electric_furnace,0.6238497365726438,0.6238497365726438,Moderate,increase
electric_network_update,inserter_all_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit,0.6227210848152521,0.6227210848152521,Moderate,increase
electric_network_update,stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit,0.6227210848152521,0.6227210848152521,Moderate,increase
control_behavior_update,inserter_all_from_assembling_machine_3_electric_furnace_to_turbo_transport_belt_circuit_enabled,0.6226346203382731,0.6226346203382731,Moderate,increase
control_behavior_update,stack_inserter_from_assembling_machine_3_electric_furnace_to_turbo_transport_belt_circuit_enabled,0.6226346203382731,0.6226346203382731,Moderate,increase
electric_network_update,inserter_all_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.6207666115547703,0.6207666115547703,Moderate,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.6207666115547703,0.6207666115547703,Moderate,increase
fluid_flow_update,inserter_all_from_assembling_machine_3_electric_furnace_to_turbo_transport_belt,0.6175065694308184,0.6175065694308184,Moderate,increase
fluid_flow_update,stack_inserter_from_assembling_machine_3_electric_furnace_to_turbo_transport_belt,0.6175065694308184,0.6175065694308184,Moderate,increase
trains,inserter_all_from_turbo_transport_belt_to_assembling_machine_3_rail_circuit_enabled,0.6163806744790217,0.6163806744790217,Moderate,increase
trains,stack_inserter_from_turbo_transport_belt_to_assembling_machine_3_rail_circuit_enabled,0.6163806744790217,0.6163806744790217,Moderate,increase
electric_heat_fluid_circuit_update,recipe_casting_steel,0.6163745949759777,0.6163745949759777,Moderate,increase
control_behavior_update,total_circuit_networks,0.6156374891526515,0.6156374891526515,Moderate,increase
fluid_flow_update,inserter_all_to_building,0.6134075613312742,0.6134075613312742,Moderate,increase
fluid_flow_update,stack_inserter_to_building,0.6134075613312742,0.6134075613312742,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_from_electromagnetic_plant_productivity_module_to_turbo_transport_belt,0.612593998708939,0.612593998708939,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_from_electromagnetic_plant_productivity_module_to_turbo_transport_belt,0.612593998708939,0.612593998708939,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_to_electric_furnace,0.611585734894288,0.611585734894288,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_to_electric_furnace,0.611585734894288,0.611585734894288,Moderate,increase
whole_update,average_buildings_per_beacon,-0.6109917799564087,0.6109917799564087,Moderate,decrease
whole_update,inserter_all_from_underground_input_to_assembling_machine_3_electric_furnace,0.6095200569197529,0.6095200569197529,Moderate,increase
whole_update,stack_inserter_from_underground_input_to_assembling_machine_3_electric_furnace,0.6095200569197529,0.6095200569197529,Moderate,increase
electric_network_update,inserter_all_to_electromagnetic_plant_advanced_circuit,0.607591116427964,0.607591116427964,Moderate,increase
electric_network_update,stack_inserter_to_electromagnetic_plant_advanced_circuit,0.607591116427964,0.607591116427964,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_productivity_module_circuit_enabled,0.6069407615690163,0.6069407615690163,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_productivity_module_circuit_enabled,0.6069407615690163,0.6069407615690163,Moderate,increase
electric_network_update,inserter_all_to_assembling_machine_3_production_science_pack,0.6067883784841852,0.6067883784841852,Moderate,increase
electric_network_update,stack_inserter_to_assembling_machine_3_production_science_pack,0.6067883784841852,0.6067883784841852,Moderate,increase
control_behavior_update,inserter_all_direct_insertion,0.6064532789661679,0.6064532789661679,Moderate,increase
control_behavior_update,stack_inserter_direct_insertion,0.6064532789661679,0.6064532789661679,Moderate,increase
control_behavior_update,inserter_all_from_foundry_casting_steel_to_assembling_machine_3_rail,0.6041901809332717,0.6041901809332717,Moderate,increase
control_behavior_update,stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_rail,0.6041901809332717,0.6041901809332717,Moderate,increase
fluid_flow_update,inserter_all_from_electromagnetic_plant_electronic_circuit_circuit_enabled,0.6033819547969512,0.6033819547969512,Moderate,increase
fluid_flow_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_circuit_enabled,0.6033819547969512,0.6033819547969512,Moderate,increase
electric_network_update,inserter_all_from_electromagnetic_plant_productivity_module_to_turbo_transport_belt,0.602817689622905,0.602817689622905,Moderate,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_productivity_module_to_turbo_transport_belt,0.602817689622905,0.602817689622905,Moderate,increase
control_behavior_update,inserter_all_from_electromagnetic_plant_productivity_module_to_turbo_transport_belt,0.6023557447548715,0.6023557447548715,Moderate,increase
control_behavior_update,stack_inserter_from_electromagnetic_plant_productivity_module_to_turbo_transport_belt,0.6023557447548715,0.6023557447548715,Moderate,increase
entity_update,stack_inserter_circuit_enabled,-0.601261304289554,0.601261304289554,Moderate,decrease
transport_lines_update,inserter_all_to_building_circuit_enabled,-0.6010446920200528,0.6010446920200528,Moderate,decrease
transport_lines_update,stack_inserter_to_building_circuit_enabled,-0.6010446920200528,0.6010446920200528,Moderate,decrease
fluid_flow_update,inserter_all_from_turbo_transport_belt_to_foundry_molten_iron,0.5980223069998015,0.5980223069998015,Moderate,increase
fluid_flow_update,inserter_all_to_foundry_molten_iron,0.5980223069998015,0.5980223069998015,Moderate,increase
fluid_flow_update,recipe_molten_iron,0.5980223069998015,0.5980223069998015,Moderate,increase
fluid_flow_update,stack_inserter_from_turbo_transport_belt_to_foundry_molten_iron,0.5980223069998015,0.5980223069998015,Moderate,increase
fluid_flow_update,stack_inserter_to_foundry_molten_iron,0.5980223069998015,0.5980223069998015,Moderate,increase
entity_update,beacons_per_foundry_casting_copper_recipe,0.5970954734867872,0.5970954734867872,Moderate,increase
fluid_flow_update,inserter_all_from_electromagnetic_plant_advanced_circuit_to_electromagnetic_plant_productivity_module_circuit_enabled,0.5968849797468708,0.5968849797468708,Moderate,increase
fluid_flow_update,stack_inserter_from_electromagnetic_plant_advanced_circuit_to_electromagnetic_plant_productivity_module_circuit_enabled,0.5968849797468708,0.5968849797468708,Moderate,increase
fluid_flow_update,inserter_all_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit,0.596203714937088,0.596203714937088,Moderate,increase
fluid_flow_update,stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_electronic_circuit,0.596203714937088,0.596203714937088,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_from_cryogenic_plant_plastic_bar,0.5948334242568263,0.5948334242568263,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_from_cryogenic_plant_plastic_bar,0.5948334242568263,0.5948334242568263,Moderate,increase
whole_update,beacons_per_foundry_casting_copper_recipe,0.5939872460685517,0.5939872460685517,Moderate,increase
trains,inserter_all_from_underground_input_to_assembling_machine_3_electric_furnace_circuit_enabled,0.5936409245274049,0.5936409245274049,Moderate,increase
trains,stack_inserter_from_underground_input_to_assembling_machine_3_electric_furnace_circuit_enabled,0.5936409245274049,0.5936409245274049,Moderate,increase
control_behavior_update,inserter_all_from_foundry_casting_steel_circuit_enabled,0.5935488292855201,0.5935488292855201,Moderate,increase
control_behavior_update,stack_inserter_from_foundry_casting_steel_circuit_enabled,0.5935488292855201,0.5935488292855201,Moderate,increase
fluid_flow_update,inserter_all_from_electromagnetic_plant_electronic_circuit,0.5929428921344861,0.5929428921344861,Moderate,increase
fluid_flow_update,stack_inserter_from_electromagnetic_plant_electronic_circuit,0.5929428921344861,0.5929428921344861,Moderate,increase
electric_network_update,inserter_all_from_turbo_transport_belt_to_electric_furnace,0.5908085423025614,0.5908085423025614,Moderate,increase
electric_network_update,stack_inserter_from_turbo_transport_belt_to_electric_furnace,0.5908085423025614,0.5908085423025614,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_to_electromagnetic_plant_advanced_circuit,0.5897884734910932,0.5897884734910932,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_to_electromagnetic_plant_advanced_circuit,0.5897884734910932,0.5897884734910932,Moderate,increase
whole_update,inserter_all_from_foundry_casting_copper,0.5882500281483617,0.5882500281483617,Moderate,increase
whole_update,inserter_all_from_foundry_casting_copper_to_electromagnetic_plant_copper_cable,0.5882500281483617,0.5882500281483617,Moderate,increase
whole_update,inserter_all_to_electromagnetic_plant_copper_cable,0.5882500281483617,0.5882500281483617,Moderate,increase
whole_update,stack_inserter_from_foundry_casting_copper,0.5882500281483617,0.5882500281483617,Moderate,increase
whole_update,stack_inserter_from_foundry_casting_copper_to_electromagnetic_plant_copper_cable,0.5882500281483617,0.5882500281483617,Moderate,increase
whole_update,stack_inserter_to_electromagnetic_plant_copper_cable,0.5882500281483617,0.5882500281483617,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_from_underground_input_to_cryogenic_plant_plastic_bar,0.5877921563235003,0.5877921563235003,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_from_underground_input_to_cryogenic_plant_plastic_bar,0.5877921563235003,0.5877921563235003,Moderate,increase
whole_update,inserter_all_to_electric_furnace,0.5877168837724768,0.5877168837724768,Moderate,increase
whole_update,stack_inserter_to_electric_furnace,0.5877168837724768,0.5877168837724768,Moderate,increase
entity_update,inserter_all_from_foundry_casting_copper,0.5873612583533084,0.5873612583533084,Moderate,increase
entity_update,inserter_all_from_foundry_casting_copper_to_electromagnetic_plant_copper_cable,0.5873612583533084,0.5873612583533084,Moderate,increase
entity_update,inserter_all_to_electromagnetic_plant_copper_cable,0.5873612583533084,0.5873612583533084,Moderate,increase
entity_update,stack_inserter_from_foundry_casting_copper,0.5873612583533084,0.5873612583533084,Moderate,increase
entity_update,stack_inserter_from_foundry_casting_copper_to_electromagnetic_plant_copper_cable,0.5873612583533084,0.5873612583533084,Moderate,increase
entity_update,stack_inserter_to_electromagnetic_plant_copper_cable,0.5873612583533084,0.5873612583533084,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_productivity_module,0.5863365448433105,0.5863365448433105,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_productivity_module,0.5863365448433105,0.5863365448433105,Moderate,increase
transport_lines_update,inserter_all_from_assembling_machine_3_electric_furnace_circuit_enabled,-0.5860169203026502,0.5860169203026502,Moderate,decrease
transport_lines_update,stack_inserter_from_assembling_machine_3_electric_furnace_circuit_enabled,-0.5860169203026502,0.5860169203026502,Moderate,decrease
control_behavior_update,recipe_electronic_circuit,0.5847887134108706,0.5847887134108706,Moderate,increase
entity_update,average_buildings_per_beacon,-0.5846300214755319,0.5846300214755319,Moderate,decrease
entity_update,inserter_all_to_assembling_machine_3_electric_furnace_circuit_enabled,-0.5806827323128076,0.5806827323128076,Moderate,decrease
entity_update,stack_inserter_to_assembling_machine_3_electric_furnace_circuit_enabled,-0.5806827323128076,0.5806827323128076,Moderate,decrease
electric_network_update,recipe_casting_steel,0.5791436386046794,0.5791436386046794,Moderate,increase
control_behavior_update,inserter_all_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.5775191098232035,0.5775191098232035,Moderate,increase
control_behavior_update,stack_inserter_to_electromagnetic_plant_advanced_circuit_circuit_enabled,0.5775191098232035,0.5775191098232035,Moderate,increase
trains,inserter_all_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit,-0.5760248725043069,0.5760248725043069,Moderate,decrease
trains,stack_inserter_from_foundry_casting_copper_cable_to_electromagnetic_plant_advanced_circuit,-0.5760248725043069,0.5760248725043069,Moderate,decrease
trains,infinity_chest,0.5739777109215416,0.5739777109215416,Moderate,increase
trains,inserter_all_from_foundry_casting_copper_cable_to_cargo_wagon_circuit_enabled,0.5739777109215414,0.5739777109215414,Moderate,increase
trains,stack_inserter_from_foundry_casting_copper_cable_to_cargo_wagon_circuit_enabled,0.5739777109215414,0.5739777109215414,Moderate,increase
trains,inserter_all_from_cargo_wagon_to_cryogenic_plant_plastic_bar,0.5739777109215413,0.5739777109215413,Moderate,increase
trains,inserter_all_from_cargo_wagon_to_electromagnetic_plant_productivity_module_circuit_enabled,0.5739777109215413,0.5739777109215413,Moderate,increase
trains,stack_inserter_from_cargo_wagon_to_cryogenic_plant_plastic_bar,0.5739777109215413,0.5739777109215413,Moderate,increase
trains,stack_inserter_from_cargo_wagon_to_electromagnetic_plant_productivity_module_circuit_enabled,0.5739777109215413,0.5739777109215413,Moderate,increase
control_behavior_update,inserter_all_from_electromagnetic_plant_electronic_circuit,0.5726570405909427,0.5726570405909427,Moderate,increase
control_behavior_update,stack_inserter_from_electromagnetic_plant_electronic_circuit,0.5726570405909427,0.5726570405909427,Moderate,increase
transport_lines_update,inserter_all_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt_circuit_enabled,-0.572457756894949,0.572457756894949,Moderate,decrease
transport_lines_update,stack_inserter_from_assembling_machine_3_production_science_pack_to_turbo_transport_belt_circuit_enabled,-0.572457756894949,0.572457756894949,Moderate,decrease
fluid_flow_update,inserter_all_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit,-0.5723823416278725,0.5723823416278725,Moderate,decrease
fluid_flow_update,stack_inserter_from_turbo_transport_belt_to_electromagnetic_plant_advanced_circuit,-0.5723823416278725,0.5723823416278725,Moderate,decrease
electric_heat_fluid_circuit_update,inserter_all_from_assembling_machine_3_electric_furnace_circuit_enabled,0.5720009822297292,0.5720009822297292,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_from_assembling_machine_3_electric_furnace_circuit_enabled,0.5720009822297292,0.5720009822297292,Moderate,increase
fluid_flow_update,electric_furnace,0.5712445542935637,0.5712445542935637,Moderate,increase
fluid_flow_update,inserter_all_from_electric_furnace,0.5712445542935637,0.5712445542935637,Moderate,increase
fluid_flow_update,stack_inserter_from_electric_furnace,0.5712445542935637,0.5712445542935637,Moderate,increase
fluid_flow_update,inserter_all_from_electric_furnace_to_wooden_chest,0.5697599973163833,0.5697599973163833,Moderate,increase
fluid_flow_update,inserter_all_from_electric_furnace_to_wooden_chest_circuit_enabled,0.5697599973163833,0.5697599973163833,Moderate,increase
fluid_flow_update,inserter_all_from_wooden_chest_to_assembling_machine_3_electric_furnace,0.5697599973163833,0.5697599973163833,Moderate,increase
fluid_flow_update,inserter_all_from_wooden_chest_to_assembling_machine_3_electric_furnace_circuit_enabled,0.5697599973163833,0.5697599973163833,Moderate,increase
fluid_flow_update,stack_inserter_from_electric_furnace_to_wooden_chest,0.5697599973163833,0.5697599973163833,Moderate,increase
fluid_flow_update,stack_inserter_from_electric_furnace_to_wooden_chest_circuit_enabled,0.5697599973163833,0.5697599973163833,Moderate,increase
fluid_flow_update,stack_inserter_from_wooden_chest_to_assembling_machine_3_electric_furnace,0.5697599973163833,0.5697599973163833,Moderate,increase
fluid_flow_update,stack_inserter_from_wooden_chest_to_assembling_machine_3_electric_furnace_circuit_enabled,0.5697599973163833,0.5697599973163833,Moderate,increase
trains,inserter_all_from_foundry_casting_copper_circuit_enabled,0.5671937616321389,0.5671937616321389,Moderate,increase
trains,inserter_all_from_foundry_casting_copper_to_electromagnetic_plant_copper_cable_circuit_enabled,0.5671937616321389,0.5671937616321389,Moderate,increase
trains,inserter_all_to_electromagnetic_plant_copper_cable_circuit_enabled,0.5671937616321389,0.5671937616321389,Moderate,increase
trains,stack_inserter_from_foundry_casting_copper_circuit_enabled,0.5671937616321389,0.5671937616321389,Moderate,increase
trains,stack_inserter_from_foundry_casting_copper_to_electromagnetic_plant_copper_cable_circuit_enabled,0.5671937616321389,0.5671937616321389,Moderate,increase
trains,stack_inserter_to_electromagnetic_plant_copper_cable_circuit_enabled,0.5671937616321389,0.5671937616321389,Moderate,increase
trains,cryogenic_plant_circuit_enabled,0.5671937616321387,0.5671937616321387,Moderate,increase
trains,foundry_circuit_enabled,0.5671937616321387,0.5671937616321387,Moderate,increase
trains,inserter_all_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon,0.5671937616321387,0.5671937616321387,Moderate,increase
trains,inserter_all_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon_circuit_enabled,0.5671937616321387,0.5671937616321387,Moderate,increase
trains,stack_inserter_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon,0.5671937616321387,0.5671937616321387,Moderate,increase
trains,stack_inserter_from_electromagnetic_plant_advanced_circuit_to_cargo_wagon_circuit_enabled,0.5671937616321387,0.5671937616321387,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_from_assembling_machine_3_electric_furnace_to_turbo_transport_belt_circuit_enabled,0.5671717866584758,0.5671717866584758,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_from_assembling_machine_3_electric_furnace_to_turbo_transport_belt_circuit_enabled,0.5671717866584758,0.5671717866584758,Moderate,increase
electric_network_update,inserter_all_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_productivity_module_circuit_enabled,0.5670027589759233,0.5670027589759233,Moderate,increase
electric_network_update,stack_inserter_from_electromagnetic_plant_electronic_circuit_to_electromagnetic_plant_productivity_module_circuit_enabled,0.5670027589759233,0.5670027589759233,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_to_assembling_machine_3_production_science_pack,0.5666983092990587,0.5666983092990587,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_to_assembling_machine_3_production_science_pack,0.5666983092990587,0.5666983092990587,Moderate,increase
control_behavior_update,inserter_all_from_foundry_casting_iron_stick_circuit_enabled,0.5666301061001746,0.5666301061001746,Moderate,increase
control_behavior_update,inserter_all_from_foundry_casting_iron_stick_to_assembling_machine_3_rail_circuit_enabled,0.5666301061001746,0.5666301061001746,Moderate,increase
control_behavior_update,inserter_all_from_foundry_casting_steel_to_assembling_machine_3_rail_circuit_enabled,0.5666301061001746,0.5666301061001746,Moderate,increase
control_behavior_update,stack_inserter_from_foundry_casting_iron_stick_circuit_enabled,0.5666301061001746,0.5666301061001746,Moderate,increase
control_behavior_update,stack_inserter_from_foundry_casting_iron_stick_to_assembling_machine_3_rail_circuit_enabled,0.5666301061001746,0.5666301061001746,Moderate,increase
control_behavior_update,stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_rail_circuit_enabled,0.5666301061001746,0.5666301061001746,Moderate,increase
control_behavior_update,inserter_all_from_belt_circuit_enabled,0.5661717633789046,0.5661717633789046,Moderate,increase
control_behavior_update,stack_inserter_from_belt_circuit_enabled,0.5661717633789046,0.5661717633789046,Moderate,increase
entity_update,beacons_per_oil_refinery,-0.5659838415184189,0.5659838415184189,Moderate,decrease
entity_update,beacons_per_oil_refinery_basic_oil_processing_recipe,-0.5659838415184189,0.5659838415184189,Moderate,decrease
electric_network_update,inserter_all_from_cryogenic_plant_plastic_bar,0.5652749229594146,0.5652749229594146,Moderate,increase
electric_network_update,stack_inserter_from_cryogenic_plant_plastic_bar,0.5652749229594146,0.5652749229594146,Moderate,increase
fluid_flow_update,inserter_all_from_cryogenic_plant_plastic_bar_circuit_enabled,0.5631610644176374,0.5631610644176374,Moderate,increase
fluid_flow_update,stack_inserter_from_cryogenic_plant_plastic_bar_circuit_enabled,0.5631610644176374,0.5631610644176374,Moderate,increase
electric_network_update,inserter_all_from_underground_output_to_cryogenic_plant_plastic_bar,0.5626389467096988,0.5626389467096988,Moderate,increase
electric_network_update,stack_inserter_from_underground_output_to_cryogenic_plant_plastic_bar,0.5626389467096988,0.5626389467096988,Moderate,increase
entity_update,inserter_all_from_cargo_wagon,0.5622694351519986,0.5622694351519986,Moderate,increase
entity_update,stack_inserter_from_cargo_wagon,0.5622694351519986,0.5622694351519986,Moderate,increase
transport_lines_update,recipe_casting_iron_stick,0.5620513572892467,0.5620513572892467,Moderate,increase
fluid_flow_update,inserter_all_direct_insertion,0.5614897572376794,0.5614897572376794,Moderate,increase
fluid_flow_update,stack_inserter_direct_insertion,0.5614897572376794,0.5614897572376794,Moderate,increase
entity_update,inserter_all_to_building_circuit_enabled,-0.5601857435265492,0.5601857435265492,Moderate,decrease
entity_update,stack_inserter_to_building_circuit_enabled,-0.5601857435265492,0.5601857435265492,Moderate,decrease
electric_network_update,inserter_all_from_underground_input_to_assembling_machine_3_production_science_pack_circuit_enabled,0.5598129490291048,0.5598129490291048,Moderate,increase
electric_network_update,stack_inserter_from_underground_input_to_assembling_machine_3_production_science_pack_circuit_enabled,0.5598129490291048,0.5598129490291048,Moderate,increase
electric_network_update,inserter_all_from_underground_input_to_cryogenic_plant_plastic_bar,0.5597265774694291,0.5597265774694291,Moderate,increase
electric_network_update,stack_inserter_from_underground_input_to_cryogenic_plant_plastic_bar,0.5597265774694291,0.5597265774694291,Moderate,increase
control_behavior_update,inserter_all_from_building,0.5581485331648001,0.5581485331648001,Moderate,increase
control_behavior_update,stack_inserter_from_building,0.5581485331648001,0.5581485331648001,Moderate,increase
control_behavior_update,inserter_all_from_foundry_casting_iron,0.55777182987422,0.55777182987422,Moderate,increase
control_behavior_update,stack_inserter_from_foundry_casting_iron,0.55777182987422,0.55777182987422,Moderate,increase
transport_lines_update,beacons_per_oil_refinery,-0.5564760149812288,0.5564760149812288,Moderate,decrease
transport_lines_update,beacons_per_oil_refinery_basic_oil_processing_recipe,-0.5564760149812288,0.5564760149812288,Moderate,decrease
transport_lines_update,beacons_per_electromagnetic_plant_copper_cable_recipe,0.556317692695551,0.556317692695551,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_from_cryogenic_plant_plastic_bar_circuit_enabled,0.5563000833256353,0.5563000833256353,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_from_cryogenic_plant_plastic_bar_circuit_enabled,0.5563000833256353,0.5563000833256353,Moderate,increase
control_behavior_update,foundry,0.5559077849930723,0.5559077849930723,Moderate,increase
trains,beacons_per_foundry_casting_copper_cable_recipe,0.555372083955416,0.555372083955416,Moderate,increase
electric_heat_fluid_circuit_update,inserter_all_from_turbo_transport_belt_to_electric_furnace,0.554913147158884,0.554913147158884,Moderate,increase
electric_heat_fluid_circuit_update,stack_inserter_from_turbo_transport_belt_to_electric_furnace,0.554913147158884,0.554913147158884,Moderate,increase
control_behavior_update,inserter_all_from_assembling_machine_3_electric_furnace,0.5526716774908252,0.5526716774908252,Moderate,increase
control_behavior_update,recipe_electric_furnace,0.5526716774908252,0.5526716774908252,Moderate,increase
control_behavior_update,stack_inserter_from_assembling_machine_3_electric_furnace,0.5526716774908252,0.5526716774908252,Moderate,increase
fluid_flow_update,inserter_all_to_electric_furnace,0.5524161772778439,0.5524161772778439,Moderate,increase
fluid_flow_update,stack_inserter_to_electric_furnace,0.5524161772778439,0.5524161772778439,Moderate,increase
control_behavior_update,inserter_all_to_electromagnetic_plant_electronic_circuit,0.5521591564582167,0.5521591564582167,Moderate,increase
control_behavior_update,stack_inserter_to_electromagnetic_plant_electronic_circuit,0.5521591564582167,0.5521591564582167,Moderate,increase
transport_lines_update,inserter_all_from_foundry_casting_steel_to_assembling_machine_3_rail,-0.5518263817650518,0.5518263817650518,Moderate,decrease
transport_lines_update,stack_inserter_from_foundry_casting_steel_to_assembling_machine_3_rail,-0.5518263817650518,0.5518263817650518,Moderate,decrease
control_behavior_update,inserter_all_to_electromagnetic_plant_productivity_module_circuit_enabled,0.5511586943557157,0.5511586943557157,Moderate,increase
control_behavior_update,stack_inserter_to_electromagnetic_plant_productivity_module_circuit_enabled,0.5511586943557157,0.5511586943557157,Moderate,increase
entity_update,inserter_all_to_electric_furnace,0.5505228033119068,0.5505228033119068,Moderate,increase
